scenario_id,E,N_s,N_w,p_s,p_w,r_s,r_w,q_s,q_w,k_s,k_w,c
119,43.66554054054054,3.7220670391061454,0,3.7,1,1,0.01,0.02,0.02,4,2,0.0375
120,43.83223684210527,3.7151486988847586,0,3.8000000000000003,1,1,0.01,0.02,0.02,4,2,0.0375
121,43.99038461538461,3.7082560296846014,0,3.9000000000000004,1,1,0.01,0.02,0.02,4,2,0.0375
122,44.140625,3.701388888888889,0,4,1,1,0.01,0.02,0.02,4,2,0.0375
123,44.28353658536585,3.694547134935305,0,4.1,1,1,0.01,0.02,0.02,4,2,0.0375
124,44.41964285714286,3.6877306273062733,0,4.2,1,1,0.01,0.02,0.02,4,2,0.0375
125,44.549418604651166,3.680939226519337,0,4.300000000000001,1,1,0.01,0.02,0.02,4,2,0.0375
126,44.67329545454545,3.674172794117647,0,4.4,1,1,0.01,0.02,0.02,4,2,0.0375
127,44.79166666666667,3.6674311926605507,0,4.5,1,1,0.01,0.02,0.02,4,2,0.0375
128,44.90489130434783,3.660714285714286,0,4.6,1,1,0.01,0.02,0.02,4,2,0.0375
129,45.013297872340424,3.654021937842779,0,4.7,1,1,0.01,0.02,0.02,4,2,0.0375
130,45.1171875,3.64735401459854,0,4.800000000000001,1,1,0.01,0.02,0.02,4,2,0.0375
131,45.21683673469388,3.640710382513661,0,4.9,1,1,0.01,0.02,0.02,4,2,0.0375
132,45.3125,3.6340909090909093,0,5,1,1,0.01,0.02,0.02,4,2,0.0375
133,45.404411764705884,3.6274954627949185,0,5.1000000000000005,1,1,0.01,0.02,0.02,4,2,0.0375
134,45.49278846153847,3.6209239130434785,0,5.2,1,1,0.01,0.02,0.02,4,2,0.0375
135,45.57783018867924,3.6143761301989152,0,5.3,1,1,0.01,0.02,0.02,4,2,0.0375
136,45.65972222222222,3.607851985559567,0,5.4,1,1,0.01,0.02,0.02,4,2,0.0375
137,45.73863636363637,3.6013513513513518,0,5.5,1,1,0.01,0.02,0.02,4,2,0.0375
138,45.814732142857146,3.5948741007194247,0,5.6000000000000005,1,1,0.01,0.02,0.02,4,2,0.0375
139,45.88815789473684,3.5884201077199283,0,5.7,1,1,0.01,0.02,0.02,4,2,0.0375
140,45.959051724137936,3.5819892473118284,0,5.800000000000001,1,1,0.01,0.02,0.02,4,2,0.0375
141,46.027542372881356,3.5755813953488373,0,5.9,1,1,0.01,0.02,0.02,4,2,0.0375
142,46.09375,3.5691964285714284,0,6,1,1,0.01,0.02,0.02,4,2,0.0375
143,46.1577868852459,3.5628342245989306,0,6.1000000000000005,1,1,0.01,0.02,0.02,4,2,0.0375
144,46.21975806451613,3.5564946619217084,0,6.2,1,1,0.01,0.02,0.02,4,2,0.0375
145,46.279761904761905,3.550177619893428,0,6.300000000000001,1,1,0.01,0.02,0.02,4,2,0.0375
146,46.337890625,3.5438829787234045,0,6.4,1,1,0.01,0.02,0.02,4,2,0.0375
147,46.394230769230774,3.5376106194690267,0,6.5,1,1,0.01,0.02,0.02,4,2,0.0375
148,46.44886363636363,3.5313604240282683,0,6.6000000000000005,1,1,0.01,0.02,0.02,4,2,0.0375
149,46.50186567164179,3.5251322751322753,0,6.7,1,1,0.01,0.02,0.02,4,2,0.0375
150,46.55330882352941,3.518926056338028,0,6.800000000000001,1,1,0.01,0.02,0.02,4,2,0.0375
151,46.60326086956522,3.51274165202109,0,6.9,1,1,0.01,0.02,0.02,4,2,0.0375
152,46.651785714285715,3.5065789473684212,0,7,1,1,0.01,0.02,0.02,4,2,0.0375
153,46.69894366197183,3.5004378283712785,0,7.1000000000000005,1,1,0.01,0.02,0.02,4,2,0.0375
154,46.74479166666667,3.494318181818182,0,7.2,1,1,0.01,0.02,0.02,4,2,0.0375
155,46.78938356164384,3.4882198952879584,0,7.300000000000001,1,1,0.01,0.02,0.02,4,2,0.0375
156,46.83277027027027,3.482142857142857,0,7.4,1,1,0.01,0.02,0.02,4,2,0.0375
157,46.875,3.476086956521739,0,7.5,1,1,0.01,0.02,0.02,4,2,0.0375
158,46.91611842105263,3.4700520833333335,0,7.6000000000000005,1,1,0.01,0.02,0.02,4,2,0.0375
159,46.95616883116883,3.4640381282495665,0,7.7,1,1,0.01,0.02,0.02,4,2,0.0375
160,46.99519230769231,3.4580449826989623,0,7.800000000000001,1,1,0.01,0.02,0.02,4,2,0.0375
161,47.03322784810127,3.452072538860104,0,7.9,1,1,0.01,0.02,0.02,4,2,0.0375
162,47.0703125,3.4461206896551726,0,8,1,1,0.01,0.02,0.02,4,2,0.0375
163,47.10648148148148,3.440189328743546,0,8.100000000000001,1,1,0.01,0.02,0.02,4,2,0.0375
164,47.141768292682926,3.434278350515464,0,8.2,1,1,0.01,0.02,0.02,4,2,0.0375
165,47.1762048192771,3.4283876500857633,0,8.3,1,1,0.01,0.02,0.02,4,2,0.0375
166,47.20982142857143,3.422517123287671,0,8.4,1,1,0.01,0.02,0.02,4,2,0.0375
167,47.24264705882353,3.4166666666666665,0,8.5,1,1,0.01,0.02,0.02,4,2,0.0375
168,47.274709302325576,3.410836177474403,0,8.600000000000001,1,1,0.01,0.02,0.02,4,2,0.0375
169,47.30603448275862,3.405025553662692,0,8.7,1,1,0.01,0.02,0.02,4,2,0.0375
170,47.33664772727273,3.399234693877551,0,8.8,1,1,0.01,0.02,0.02,4,2,0.0375
171,47.366573033707866,3.393463497453311,0,8.9,1,1,0.01,0.02,0.02,4,2,0.0375
172,47.39583333333333,3.38771186440678,0,9,1,1,0.01,0.02,0.02,4,2,0.0375
173,47.42445054945055,3.3819796954314723,0,9.1,1,1,0.01,0.02,0.02,4,2,0.0375
174,47.452445652173914,3.376266891891892,0,9.200000000000001,1,1,0.01,0.02,0.02,4,2,0.0375
175,47.479838709677416,3.3705733558178754,0,9.3,1,1,0.01,0.02,0.02,4,2,0.0375
176,47.506648936170215,3.3648989898989896,0,9.4,1,1,0.01,0.02,0.02,4,2,0.0375
177,47.53289473684211,3.3592436974789917,0,9.5,1,1,0.01,0.02,0.02,4,2,0.0375
178,47.55859375,3.3536073825503356,0,9.6,1,1,0.01,0.02,0.02,4,2,0.0375
179,47.58376288659794,3.347989949748744,0,9.700000000000001,1,1,0.01,0.02,0.02,4,2,0.0375
180,47.608418367346935,3.342391304347826,0,9.8,1,1,0.01,0.02,0.02,4,2,0.0375
181,47.63257575757576,3.3368113522537564,0,9.9,1,1,0.01,0.02,0.02,4,2,0.0375
182,47.65625,3.3312500000000003,0,10,1,1,0.01,0.02,0.02,4,2,0.0375
183,26.5625,1.8749999999999998,0,1,0,1,0.02,0.02,0.02,4,2,0.0375
184,28.693181818181824,1.7045454545454541,0,1.1,0,1,0.02,0.02,0.02,4,2,0.0375
185,30.46875,1.5624999999999998,0,1.2,0,1,0.02,0.02,0.02,4,2,0.0375
186,31.97115384615385,1.442307692307692,0,1.3,0,1,0.02,0.02,0.02,4,2,0.0375
187,33.25892857142857,1.3392857142857144,0,1.4,0,1,0.02,0.02,0.02,4,2,0.0375
188,34.375,1.2499999999999998,0,1.5,0,1,0.02,0.02,0.02,4,2,0.0375
189,35.3515625,1.171875,0,1.6,0,1,0.02,0.02,0.02,4,2,0.0375
190,36.21323529411765,1.1029411764705879,0,1.7000000000000002,0,1,0.02,0.02,0.02,4,2,0.0375
191,36.97916666666667,1.0416666666666665,0,1.8,0,1,0.02,0.02,0.02,4,2,0.0375
192,37.66447368421053,0.9868421052631579,0,1.9,0,1,0.02,0.02,0.02,4,2,0.0375
193,38.28125,0.9374999999999999,0,2,0,1,0.02,0.02,0.02,4,2,0.0375
194,38.839285714285715,0.8928571428571428,0,2.1,0,1,0.02,0.02,0.02,4,2,0.0375
195,39.346590909090914,0.8522727272727271,0,2.2,0,1,0.02,0.02,0.02,4,2,0.0375
196,39.809782608695656,0.8152173913043479,0,2.3,0,1,0.02,0.02,0.02,4,2,0.0375
197,40.234375,0.7812499999999998,0,2.4000000000000004,0,1,0.02,0.02,0.02,4,2,0.0375
198,40.625,0.75,0,2.5,0,1,0.02,0.02,0.02,4,2,0.0375
199,40.98557692307693,0.721153846153846,0,2.6,0,1,0.02,0.02,0.02,4,2,0.0375
200,41.31944444444445,0.6944444444444442,0,2.7,0,1,0.02,0.02,0.02,4,2,0.0375
201,41.629464285714285,0.6696428571428572,0,2.8,0,1,0.02,0.02,0.02,4,2,0.0375
202,41.918103448275865,0.6465517241379309,0,2.9000000000000004,0,1,0.02,0.02,0.02,4,2,0.0375
203,42.1875,0.6249999999999999,0,3,0,1,0.02,0.02,0.02,4,2,0.0375
204,42.43951612903226,0.6048387096774194,0,3.1,0,1,0.02,0.02,0.02,4,2,0.0375
205,42.67578125,0.5859375,0,3.2,0,1,0.02,0.02,0.02,4,2,0.0375
206,42.89772727272727,0.5681818181818181,0,3.3000000000000003,0,1,0.02,0.02,0.02,4,2,0.0375
207,43.106617647058826,0.5514705882352939,0,3.4000000000000004,0,1,0.02,0.02,0.02,4,2,0.0375
208,43.30357142857143,0.5357142857142857,0,3.5,0,1,0.02,0.02,0.02,4,2,0.0375
209,43.489583333333336,0.5208333333333333,0,3.6,0,1,0.02,0.02,0.02,4,2,0.0375
210,43.66554054054054,0.5067567567567567,0,3.7,0,1,0.02,0.02,0.02,4,2,0.0375
211,43.83223684210527,0.4934210526315789,0,3.8000000000000003,0,1,0.02,0.02,0.02,4,2,0.0375
212,43.99038461538461,0.48076923076923067,0,3.9000000000000004,0,1,0.02,0.02,0.02,4,2,0.0375
213,44.140625,0.46874999999999994,0,4,0,1,0.02,0.02,0.02,4,2,0.0375
214,44.28353658536585,0.4573170731707317,0,4.1,0,1,0.02,0.02,0.02,4,2,0.0375
215,44.41964285714286,0.4464285714285714,0,4.2,0,1,0.02,0.02,0.02,4,2,0.0375
216,44.549418604651166,0.43604651162790686,0,4.300000000000001,0,1,0.02,0.02,0.02,4,2,0.0375
217,44.67329545454545,0.42613636363636354,0,4.4,0,1,0.02,0.02,0.02,4,2,0.0375
218,44.79166666666667,0.4166666666666667,0,4.5,0,1,0.02,0.02,0.02,4,2,0.0375
219,44.90489130434783,0.40760869565217395,0,4.6,0,1,0.02,0.02,0.02,4,2,0.0375
220,45.013297872340424,0.3989361702127659,0,4.7,0,1,0.02,0.02,0.02,4,2,0.0375
221,45.1171875,0.3906249999999999,0,4.800000000000001,0,1,0.02,0.02,0.02,4,2,0.0375
222,45.21683673469388,0.3826530612244897,0,4.9,0,1,0.02,0.02,0.02,4,2,0.0375
223,45.3125,0.375,0,5,0,1,0.02,0.02,0.02,4,2,0.0375
224,45.404411764705884,0.3676470588235294,0,5.1000000000000005,0,1,0.02,0.02,0.02,4,2,0.0375
225,45.49278846153847,0.360576923076923,0,5.2,0,1,0.02,0.02,0.02,4,2,0.0375
226,45.57783018867924,0.35377358490566035,0,5.3,0,1,0.02,0.02,0.02,4,2,0.0375
227,45.65972222222222,0.3472222222222221,0,5.4,0,1,0.02,0.02,0.02,4,2,0.0375
228,45.73863636363637,0.3409090909090909,0,5.5,0,1,0.02,0.02,0.02,4,2,0.0375
229,45.814732142857146,0.33482142857142855,0,5.6000000000000005,0,1,0.02,0.02,0.02,4,2,0.0375
230,45.88815789473684,0.32894736842105254,0,5.7,0,1,0.02,0.02,0.02,4,2,0.0375
231,45.959051724137936,0.32327586206896547,0,5.800000000000001,0,1,0.02,0.02,0.02,4,2,0.0375
232,46.027542372881356,0.3177966101694915,0,5.9,0,1,0.02,0.02,0.02,4,2,0.0375
233,46.09375,0.31249999999999994,0,6,0,1,0.02,0.02,0.02,4,2,0.0375
234,46.1577868852459,0.3073770491803278,0,6.1000000000000005,0,1,0.02,0.02,0.02,4,2,0.0375
235,46.21975806451613,0.3024193548387097,0,6.2,0,1,0.02,0.02,0.02,4,2,0.0375
236,46.279761904761905,0.29761904761904756,0,6.300000000000001,0,1,0.02,0.02,0.02,4,2,0.0375
237,46.337890625,0.29296875,0,6.4,0,1,0.02,0.02,0.02,4,2,0.0375
238,46.394230769230774,0.28846153846153844,0,6.5,0,1,0.02,0.02,0.02,4,2,0.0375
