scenario_id,E,N_s,N_w,p_s,p_w,r_s,r_w,q_s,q_w,k_s,k_w,c
5996,46.52777777777778,0.6239193083573484,0,9,1,1,0.33,0.02,0.02,4,2,0.05
5997,46.565934065934066,0.618041678561233,0,9.1,1,1,0.33,0.02,0.02,4,2,0.05
5998,46.60326086956522,0.6122737556561084,0,9.200000000000001,1,1,0.33,0.02,0.02,4,2,0.05
5999,46.63978494623656,0.6066124964976182,0,9.3,1,1,0.33,0.02,0.02,4,2,0.05
6000,46.67553191489362,0.6010549694614101,0,9.4,1,1,0.33,0.02,0.02,4,2,0.05
6001,46.71052631578947,0.5955983493810177,0,9.5,1,1,0.33,0.02,0.02,4,2,0.05
6002,46.74479166666667,0.5902399127589967,0,9.6,1,1,0.33,0.02,0.02,4,2,0.05
6003,46.77835051546392,0.5849770332342608,0,9.700000000000001,1,1,0.33,0.02,0.02,4,2,0.05
6004,46.81122448979592,0.5798071772897695,0,9.8,1,1,0.33,0.02,0.02,4,2,0.05
6005,46.84343434343434,0.5747279001858241,0,9.9,1,1,0.33,0.02,0.02,4,2,0.05
6006,46.875,0.5697368421052631,0,10,1,1,0.33,0.02,0.02,4,2,0.05
6007,18.75,2.4999999999999996,0,1,0,1,0.34,0.02,0.02,4,2,0.05
6008,21.590909090909093,2.2727272727272725,0,1.1,0,1,0.34,0.02,0.02,4,2,0.05
6009,23.958333333333332,2.0833333333333335,0,1.2,0,1,0.34,0.02,0.02,4,2,0.05
6010,25.961538461538463,1.9230769230769227,0,1.3,0,1,0.34,0.02,0.02,4,2,0.05
6011,27.678571428571423,1.7857142857142858,0,1.4,0,1,0.34,0.02,0.02,4,2,0.05
6012,29.166666666666664,1.6666666666666665,0,1.5,0,1,0.34,0.02,0.02,4,2,0.05
6013,30.46875,1.5625,0,1.6,0,1,0.34,0.02,0.02,4,2,0.05
6014,31.61764705882353,1.4705882352941173,0,1.7000000000000002,0,1,0.34,0.02,0.02,4,2,0.05
6015,32.63888888888889,1.3888888888888888,0,1.8,0,1,0.34,0.02,0.02,4,2,0.05
6016,33.55263157894737,1.3157894736842104,0,1.9,0,1,0.34,0.02,0.02,4,2,0.05
6017,34.375,1.2499999999999998,0,2,0,1,0.34,0.02,0.02,4,2,0.05
6018,35.11904761904761,1.1904761904761902,0,2.1,0,1,0.34,0.02,0.02,4,2,0.05
6019,35.79545454545455,1.1363636363636362,0,2.2,0,1,0.34,0.02,0.02,4,2,0.05
6020,36.41304347826087,1.0869565217391304,0,2.3,0,1,0.34,0.02,0.02,4,2,0.05
6021,36.97916666666667,1.0416666666666663,0,2.4000000000000004,0,1,0.34,0.02,0.02,4,2,0.05
6022,37.5,1,0,2.5,0,1,0.34,0.02,0.02,4,2,0.05
6023,37.980769230769226,0.9615384615384613,0,2.6,0,1,0.34,0.02,0.02,4,2,0.05
6024,38.42592592592593,0.9259259259259258,0,2.7,0,1,0.34,0.02,0.02,4,2,0.05
6025,38.83928571428571,0.8928571428571429,0,2.8,0,1,0.34,0.02,0.02,4,2,0.05
6026,39.224137931034484,0.8620689655172412,0,2.9000000000000004,0,1,0.34,0.02,0.02,4,2,0.05
6027,39.58333333333333,0.8333333333333333,0,3,0,1,0.34,0.02,0.02,4,2,0.05
6028,39.91935483870967,0.8064516129032258,0,3.1,0,1,0.34,0.02,0.02,4,2,0.05
6029,40.234375,0.78125,0,3.2,0,1,0.34,0.02,0.02,4,2,0.05
6030,40.53030303030303,0.7575757575757575,0,3.3000000000000003,0,1,0.34,0.02,0.02,4,2,0.05
6031,40.80882352941176,0.7352941176470587,0,3.4000000000000004,0,1,0.34,0.02,0.02,4,2,0.05
6032,41.07142857142857,0.7142857142857143,0,3.5,0,1,0.34,0.02,0.02,4,2,0.05
6033,41.31944444444444,0.6944444444444444,0,3.6,0,1,0.34,0.02,0.02,4,2,0.05
6034,41.554054054054056,0.6756756756756757,0,3.7,0,1,0.34,0.02,0.02,4,2,0.05
6035,41.776315789473685,0.6578947368421052,0,3.8000000000000003,0,1,0.34,0.02,0.02,4,2,0.05
6036,41.98717948717949,0.641025641025641,0,3.9000000000000004,0,1,0.34,0.02,0.02,4,2,0.05
6037,42.1875,0.6249999999999999,0,4,0,1,0.34,0.02,0.02,4,2,0.05
6038,42.3780487804878,0.6097560975609757,0,4.1,0,1,0.34,0.02,0.02,4,2,0.05
6039,42.55952380952381,0.5952380952380951,0,4.2,0,1,0.34,0.02,0.02,4,2,0.05
6040,42.73255813953488,0.5813953488372091,0,4.300000000000001,0,1,0.34,0.02,0.02,4,2,0.05
6041,42.89772727272727,0.5681818181818181,0,4.4,0,1,0.34,0.02,0.02,4,2,0.05
6042,43.05555555555556,0.5555555555555555,0,4.5,0,1,0.34,0.02,0.02,4,2,0.05
6043,43.20652173913043,0.5434782608695652,0,4.6,0,1,0.34,0.02,0.02,4,2,0.05
6044,43.351063829787236,0.5319148936170212,0,4.7,0,1,0.34,0.02,0.02,4,2,0.05
6045,43.489583333333336,0.5208333333333331,0,4.800000000000001,0,1,0.34,0.02,0.02,4,2,0.05
6046,43.62244897959184,0.510204081632653,0,4.9,0,1,0.34,0.02,0.02,4,2,0.05
6047,43.75,0.5,0,5,0,1,0.34,0.02,0.02,4,2,0.05
6048,43.872549019607845,0.49019607843137253,0,5.1000000000000005,0,1,0.34,0.02,0.02,4,2,0.05
6049,43.99038461538461,0.48076923076923067,0,5.2,0,1,0.34,0.02,0.02,4,2,0.05
6050,44.10377358490566,0.4716981132075472,0,5.3,0,1,0.34,0.02,0.02,4,2,0.05
6051,44.21296296296296,0.4629629629629629,0,5.4,0,1,0.34,0.02,0.02,4,2,0.05
6052,44.31818181818182,0.45454545454545453,0,5.5,0,1,0.34,0.02,0.02,4,2,0.05
6053,44.41964285714286,0.44642857142857134,0,5.6000000000000005,0,1,0.34,0.02,0.02,4,2,0.05
6054,44.51754385964912,0.4385964912280701,0,5.7,0,1,0.34,0.02,0.02,4,2,0.05
6055,44.612068965517246,0.4310344827586206,0,5.800000000000001,0,1,0.34,0.02,0.02,4,2,0.05
6056,44.70338983050848,0.423728813559322,0,5.9,0,1,0.34,0.02,0.02,4,2,0.05
6057,44.79166666666667,0.41666666666666663,0,6,0,1,0.34,0.02,0.02,4,2,0.05
6058,44.877049180327866,0.4098360655737704,0,6.1000000000000005,0,1,0.34,0.02,0.02,4,2,0.05
6059,44.95967741935484,0.4032258064516129,0,6.2,0,1,0.34,0.02,0.02,4,2,0.05
6060,45.03968253968254,0.39682539682539675,0,6.300000000000001,0,1,0.34,0.02,0.02,4,2,0.05
6061,45.1171875,0.390625,0,6.4,0,1,0.34,0.02,0.02,4,2,0.05
6062,45.19230769230769,0.3846153846153846,0,6.5,0,1,0.34,0.02,0.02,4,2,0.05
6063,45.265151515151516,0.37878787878787873,0,6.6000000000000005,0,1,0.34,0.02,0.02,4,2,0.05
6064,45.33582089552239,0.3731343283582089,0,6.7,0,1,0.34,0.02,0.02,4,2,0.05
6065,45.404411764705884,0.3676470588235293,0,6.800000000000001,0,1,0.34,0.02,0.02,4,2,0.05
6066,45.471014492753625,0.3623188405797101,0,6.9,0,1,0.34,0.02,0.02,4,2,0.05
6067,45.535714285714285,0.35714285714285715,0,7,0,1,0.34,0.02,0.02,4,2,0.05
6068,45.598591549295776,0.35211267605633795,0,7.1000000000000005,0,1,0.34,0.02,0.02,4,2,0.05
6069,45.65972222222222,0.3472222222222222,0,7.2,0,1,0.34,0.02,0.02,4,2,0.05
6070,45.71917808219178,0.3424657534246575,0,7.300000000000001,0,1,0.34,0.02,0.02,4,2,0.05
6071,45.77702702702703,0.33783783783783783,0,7.4,0,1,0.34,0.02,0.02,4,2,0.05
6072,45.83333333333333,0.3333333333333333,0,7.5,0,1,0.34,0.02,0.02,4,2,0.05
6073,45.88815789473684,0.3289473684210526,0,7.6000000000000005,0,1,0.34,0.02,0.02,4,2,0.05
6074,45.94155844155844,0.3246753246753247,0,7.7,0,1,0.34,0.02,0.02,4,2,0.05
6075,45.993589743589745,0.3205128205128205,0,7.800000000000001,0,1,0.34,0.02,0.02,4,2,0.05
6076,46.04430379746836,0.31645569620253156,0,7.9,0,1,0.34,0.02,0.02,4,2,0.05
6077,46.09375,0.31249999999999994,0,8,0,1,0.34,0.02,0.02,4,2,0.05
6078,46.141975308641975,0.3086419753086419,0,8.100000000000001,0,1,0.34,0.02,0.02,4,2,0.05
6079,46.1890243902439,0.30487804878048785,0,8.2,0,1,0.34,0.02,0.02,4,2,0.05
6080,46.234939759036145,0.30120481927710835,0,8.3,0,1,0.34,0.02,0.02,4,2,0.05
6081,46.279761904761905,0.29761904761904756,0,8.4,0,1,0.34,0.02,0.02,4,2,0.05
6082,46.32352941176471,0.29411764705882354,0,8.5,0,1,0.34,0.02,0.02,4,2,0.05
6083,46.366279069767444,0.29069767441860456,0,8.600000000000001,0,1,0.34,0.02,0.02,4,2,0.05
6084,46.40804597701149,0.28735632183908044,0,8.7,0,1,0.34,0.02,0.02,4,2,0.05
6085,46.44886363636363,0.28409090909090906,0,8.8,0,1,0.34,0.02,0.02,4,2,0.05
6086,46.48876404494382,0.28089887640449435,0,8.9,0,1,0.34,0.02,0.02,4,2,0.05
6087,46.52777777777778,0.27777777777777773,0,9,0,1,0.34,0.02,0.02,4,2,0.05
6088,46.565934065934066,0.2747252747252747,0,9.1,0,1,0.34,0.02,0.02,4,2,0.05
6089,46.60326086956522,0.2717391304347826,0,9.200000000000001,0,1,0.34,0.02,0.02,4,2,0.05
6090,46.63978494623656,0.2688172043010752,0,9.3,0,1,0.34,0.02,0.02,4,2,0.05
6091,46.67553191489362,0.2659574468085106,0,9.4,0,1,0.34,0.02,0.02,4,2,0.05
6092,46.71052631578947,0.2631578947368421,0,9.5,0,1,0.34,0.02,0.02,4,2,0.05
6093,46.74479166666667,0.2604166666666667,0,9.6,0,1,0.34,0.02,0.02,4,2,0.05
6094,46.77835051546392,0.2577319587628865,0,9.700000000000001,0,1,0.34,0.02,0.02,4,2,0.05
6095,46.81122448979592,0.2551020408163265,0,9.8,0,1,0.34,0.02,0.02,4,2,0.05
6096,46.84343434343434,0.25252525252525254,0,9.9,0,1,0.34,0.02,0.02,4,2,0.05
6097,46.875,0.25,0,10,0,1,0.34,0.02,0.02,4,2,0.05
6098,18.75,2.583333333333333,0,1,1,1,0.34,0.02,0.02,4,2,0.05
6099,21.590909090909093,2.482837528604119,0,1.1,1,1,0.34,0.02,0.02,4,2,0.05
6100,23.958333333333332,2.3898678414096914,0,1.2,1,1,0.34,0.02,0.02,4,2,0.05
6101,25.961538461538463,2.303609341825902,0,1.3,1,1,0.34,0.02,0.02,4,2,0.05
6102,27.678571428571423,2.223360655737705,0,1.4,1,1,0.34,0.02,0.02,4,2,0.05
6103,29.166666666666664,2.148514851485148,0,1.5,1,1,0.34,0.02,0.02,4,2,0.05
6104,30.46875,2.078544061302682,0,1.6,1,1,0.34,0.02,0.02,4,2,0.05
6105,31.61764705882353,2.0129870129870127,0,1.7000000000000002,1,1,0.34,0.02,0.02,4,2,0.05
6106,32.63888888888889,1.9514388489208632,0,1.8,1,1,0.34,0.02,0.02,4,2,0.05
6107,33.55263157894737,1.8935427574171029,0,1.9,1,1,0.34,0.02,0.02,4,2,0.05
6108,34.375,1.8389830508474574,0,2,1,1,0.34,0.02,0.02,4,2,0.05
6109,35.11904761904761,1.787479406919275,0,2.1,1,1,0.34,0.02,0.02,4,2,0.05
6110,35.79545454545455,1.738782051282051,0,2.2,1,1,0.34,0.02,0.02,4,2,0.05
6111,36.41304347826087,1.6926677067082685,0,2.3,1,1,0.34,0.02,0.02,4,2,0.05
6112,36.97916666666667,1.6489361702127658,0,2.4000000000000004,1,1,0.34,0.02,0.02,4,2,0.05
6113,37.5,1.6074074074074076,0,2.5,1,1,0.34,0.02,0.02,4,2,0.05
6114,37.980769230769226,1.5679190751445085,0,2.6,1,1,0.34,0.02,0.02,4,2,0.05
6115,38.42592592592593,1.5303244005641747,0,2.7,1,1,0.34,0.02,0.02,4,2,0.05
6116,38.83928571428571,1.4944903581267217,0,2.8,1,1,0.34,0.02,0.02,4,2,0.05
6117,39.224137931034484,1.4602960969044412,0,2.9000000000000004,1,1,0.34,0.02,0.02,4,2,0.05
6118,39.58333333333333,1.4276315789473684,0,3,1,1,0.34,0.02,0.02,4,2,0.05
6119,39.91935483870967,1.3963963963963963,0,3.1,1,1,0.34,0.02,0.02,4,2,0.05
6120,40.234375,1.3664987405541562,0,3.2,1,1,0.34,0.02,0.02,4,2,0.05
6121,40.53030303030303,1.3378545006165226,0,3.3000000000000003,1,1,0.34,0.02,0.02,4,2,0.05
6122,40.80882352941176,1.3103864734299515,0,3.4000000000000004,1,1,0.34,0.02,0.02,4,2,0.05
6123,41.07142857142857,1.2840236686390532,0,3.5,1,1,0.34,0.02,0.02,4,2,0.05
6124,41.31944444444444,1.2587006960556844,0,3.6,1,1,0.34,0.02,0.02,4,2,0.05
6125,41.554054054054056,1.2343572241183163,0,3.7,1,1,0.34,0.02,0.02,4,2,0.05
6126,41.776315789473685,1.2109375,0,3.8000000000000003,1,1,0.34,0.02,0.02,4,2,0.05
6127,41.98717948717949,1.1883899233296824,0,3.9000000000000004,1,1,0.34,0.02,0.02,4,2,0.05
6128,42.1875,1.1666666666666665,0,4,1,1,0.34,0.02,0.02,4,2,0.05
6129,42.3780487804878,1.1457233368532207,0,4.1,1,1,0.34,0.02,0.02,4,2,0.05
6130,42.55952380952381,1.1255186721991701,0,4.2,1,1,0.34,0.02,0.02,4,2,0.05
6131,42.73255813953488,1.1060142711518857,0,4.300000000000001,1,1,0.34,0.02,0.02,4,2,0.05
6132,42.89772727272727,1.0871743486973948,0,4.4,1,1,0.34,0.02,0.02,4,2,0.05
6133,43.05555555555556,1.0689655172413792,0,4.5,1,1,0.34,0.02,0.02,4,2,0.05
6134,43.20652173913043,1.051356589147287,0,4.6,1,1,0.34,0.02,0.02,4,2,0.05
6135,43.351063829787236,1.0343183984747377,0,4.7,1,1,0.34,0.02,0.02,4,2,0.05
6136,43.489583333333336,1.017823639774859,0,4.800000000000001,1,1,0.34,0.02,0.02,4,2,0.05
6137,43.62244897959184,1.0018467220683287,0,4.9,1,1,0.34,0.02,0.02,4,2,0.05
6138,43.75,0.9863636363636364,0,5,1,1,0.34,0.02,0.02,4,2,0.05
6139,43.872549019607845,0.9713518352730528,0,5.1000000000000005,1,1,0.34,0.02,0.02,4,2,0.05
6140,43.99038461538461,0.95679012345679,0,5.2,1,1,0.34,0.02,0.02,4,2,0.05
6141,44.10377358490566,0.9426585577758471,0,5.3,1,1,0.34,0.02,0.02,4,2,0.05
6142,44.21296296296296,0.9289383561643835,0,5.4,1,1,0.34,0.02,0.02,4,2,0.05
6143,44.31818181818182,0.9156118143459916,0,5.5,1,1,0.34,0.02,0.02,4,2,0.05
6144,44.41964285714286,0.9026622296173044,0,5.6000000000000005,1,1,0.34,0.02,0.02,4,2,0.05
6145,44.51754385964912,0.8900738310090237,0,5.7,1,1,0.34,0.02,0.02,4,2,0.05
6146,44.612068965517246,0.8778317152103559,0,5.800000000000001,1,1,0.34,0.02,0.02,4,2,0.05
6147,44.70338983050848,0.8659217877094972,0,5.9,1,1,0.34,0.02,0.02,4,2,0.05
6148,44.79166666666667,0.8543307086614172,0,6,1,1,0.34,0.02,0.02,4,2,0.05
6149,44.877049180327866,0.8430458430458428,0,6.1000000000000005,1,1,0.34,0.02,0.02,4,2,0.05
6150,44.95967741935484,0.8320552147239263,0,6.2,1,1,0.34,0.02,0.02,4,2,0.05
6151,45.03968253968254,0.8213474640423919,0,6.300000000000001,1,1,0.34,0.02,0.02,4,2,0.05
6152,45.1171875,0.8109118086696561,0,6.4,1,1,0.34,0.02,0.02,4,2,0.05
6153,45.19230769230769,0.8007380073800737,0,6.5,1,1,0.34,0.02,0.02,4,2,0.05
6154,45.265151515151516,0.7908163265306122,0,6.6000000000000005,1,1,0.34,0.02,0.02,4,2,0.05
6155,45.33582089552239,0.78113750899928,0,6.7,1,1,0.34,0.02,0.02,4,2,0.05
6156,45.404411764705884,0.7716927453769558,0,6.800000000000001,1,1,0.34,0.02,0.02,4,2,0.05
6157,45.471014492753625,0.7624736472241742,0,6.9,1,1,0.34,0.02,0.02,4,2,0.05
6158,45.535714285714285,0.7534722222222222,0,7,1,1,0.34,0.02,0.02,4,2,0.05
6159,45.598591549295776,0.7446808510638296,0,7.1000000000000005,1,1,0.34,0.02,0.02,4,2,0.05
6160,45.65972222222222,0.7360922659430121,0,7.2,1,1,0.34,0.02,0.02,4,2,0.05
6161,45.71917808219178,0.7276995305164319,0,7.300000000000001,1,1,0.34,0.02,0.02,4,2,0.05
6162,45.77702702702703,0.7194960212201591,0,7.4,1,1,0.34,0.02,0.02,4,2,0.05
6163,45.83333333333333,0.7114754098360655,0,7.5,1,1,0.34,0.02,0.02,4,2,0.05
6164,45.88815789473684,0.7036316472114137,0,7.6000000000000005,1,1,0.34,0.02,0.02,4,2,0.05
6165,45.94155844155844,0.6959589480436177,0,7.7,1,1,0.34,0.02,0.02,4,2,0.05
6166,45.993589743589745,0.6884517766497461,0,7.800000000000001,1,1,0.34,0.02,0.02,4,2,0.05
6167,46.04430379746836,0.6811048336472063,0,7.9,1,1,0.34,0.02,0.02,4,2,0.05
6168,46.09375,0.6739130434782608,0,8,1,1,0.34,0.02,0.02,4,2,0.05
6169,46.141975308641975,0.6668715427166563,0,8.100000000000001,1,1,0.34,0.02,0.02,4,2,0.05
6170,46.1890243902439,0.6599756690997567,0,8.2,1,1,0.34,0.02,0.02,4,2,0.05
6171,46.234939759036145,0.6532209512341961,0,8.3,1,1,0.34,0.02,0.02,4,2,0.05
6172,46.279761904761905,0.6466030989272943,0,8.4,1,1,0.34,0.02,0.02,4,2,0.05
6173,46.32352941176471,0.6401179941002949,0,8.5,1,1,0.34,0.02,0.02,4,2,0.05
6174,46.366279069767444,0.6337616822429905,0,8.600000000000001,1,1,0.34,0.02,0.02,4,2,0.05
6175,46.40804597701149,0.6275303643724696,0,8.7,1,1,0.34,0.02,0.02,4,2,0.05
6176,46.44886363636363,0.6214203894616265,0,8.8,1,1,0.34,0.02,0.02,4,2,0.05
6177,46.48876404494382,0.6154282473057288,0,8.9,1,1,0.34,0.02,0.02,4,2,0.05
6178,46.52777777777778,0.6095505617977527,0,9,1,1,0.34,0.02,0.02,4,2,0.05
6179,46.565934065934066,0.6037840845854201,0,9.1,1,1,0.34,0.02,0.02,4,2,0.05
6180,46.60326086956522,0.5981256890848952,0,9.200000000000001,1,1,0.34,0.02,0.02,4,2,0.05
6181,46.63978494623656,0.5925723648279627,0,9.3,1,1,0.34,0.02,0.02,4,2,0.05
6182,46.67553191489362,0.587121212121212,0,9.4,1,1,0.34,0.02,0.02,4,2,0.05
6183,46.71052631578947,0.581769436997319,0,9.5,1,1,0.34,0.02,0.02,4,2,0.05
6184,46.74479166666667,0.5765143464399575,0,9.6,1,1,0.34,0.02,0.02,4,2,0.05
6185,46.77835051546392,0.5713533438651921,0,9.700000000000001,1,1,0.34,0.02,0.02,4,2,0.05
6186,46.81122448979592,0.5662839248434237,0,9.8,1,1,0.34,0.02,0.02,4,2,0.05
6187,46.84343434343434,0.5613036730470771,0,9.9,1,1,0.34,0.02,0.02,4,2,0.05
6188,46.875,0.5564102564102564,0,10,1,1,0.34,0.02,0.02,4,2,0.05
6189,18.75,2.5,0,1,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6190,21.590909090909093,2.2727272727272725,0,1.1,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6191,23.958333333333332,2.0833333333333335,0,1.2,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6192,25.961538461538463,1.923076923076923,0,1.3,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6193,27.678571428571423,1.785714285714286,0,1.4,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6194,29.166666666666664,1.6666666666666665,0,1.5,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6195,30.46875,1.5624999999999998,0,1.6,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6196,31.61764705882353,1.4705882352941175,0,1.7000000000000002,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6197,32.63888888888889,1.3888888888888888,0,1.8,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6198,33.55263157894737,1.3157894736842106,0,1.9,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6199,34.375,1.25,0,2,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6200,35.11904761904761,1.1904761904761905,0,2.1,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6201,35.79545454545455,1.1363636363636362,0,2.2,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6202,36.41304347826087,1.0869565217391306,0,2.3,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6203,36.97916666666667,1.0416666666666665,0,2.4000000000000004,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6204,37.5,1,0,2.5,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6205,37.980769230769226,0.9615384615384615,0,2.6,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6206,38.42592592592593,0.9259259259259257,0,2.7,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6207,38.83928571428571,0.892857142857143,0,2.8,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6208,39.224137931034484,0.8620689655172412,0,2.9000000000000004,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6209,39.58333333333333,0.8333333333333333,0,3,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6210,39.91935483870967,0.8064516129032259,0,3.1,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6211,40.234375,0.7812499999999999,0,3.2,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6212,40.53030303030303,0.7575757575757575,0,3.3000000000000003,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6213,40.80882352941176,0.7352941176470588,0,3.4000000000000004,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6214,41.07142857142857,0.7142857142857143,0,3.5,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6215,41.31944444444444,0.6944444444444444,0,3.6,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6216,41.554054054054056,0.6756756756756757,0,3.7,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6217,41.776315789473685,0.6578947368421053,0,3.8000000000000003,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6218,41.98717948717949,0.641025641025641,0,3.9000000000000004,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6219,42.1875,0.625,0,4,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6220,42.3780487804878,0.6097560975609756,0,4.1,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6221,42.55952380952381,0.5952380952380952,0,4.2,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6222,42.73255813953488,0.5813953488372092,0,4.300000000000001,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6223,42.89772727272727,0.5681818181818181,0,4.4,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6224,43.05555555555556,0.5555555555555555,0,4.5,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6225,43.20652173913043,0.5434782608695653,0,4.6,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6226,43.351063829787236,0.5319148936170213,0,4.7,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6227,43.489583333333336,0.5208333333333333,0,4.800000000000001,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6228,43.62244897959184,0.510204081632653,0,4.9,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6229,43.75,0.5,0,5,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6230,43.872549019607845,0.49019607843137253,0,5.1000000000000005,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6231,43.99038461538461,0.4807692307692307,0,5.2,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6232,44.10377358490566,0.47169811320754723,0,5.3,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6233,44.21296296296296,0.46296296296296285,0,5.4,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6234,44.31818181818182,0.4545454545454546,0,5.5,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6235,44.41964285714286,0.4464285714285714,0,5.6000000000000005,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6236,44.51754385964912,0.43859649122807015,0,5.7,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6237,44.612068965517246,0.4310344827586206,0,5.800000000000001,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6238,44.70338983050848,0.423728813559322,0,5.9,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6239,44.79166666666667,0.41666666666666663,0,6,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6240,44.877049180327866,0.4098360655737705,0,6.1000000000000005,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6241,44.95967741935484,0.40322580645161293,0,6.2,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6242,45.03968253968254,0.39682539682539675,0,6.300000000000001,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6243,45.1171875,0.39062499999999994,0,6.4,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6244,45.19230769230769,0.3846153846153846,0,6.5,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6245,45.265151515151516,0.37878787878787873,0,6.6000000000000005,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6246,45.33582089552239,0.373134328358209,0,6.7,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6247,45.404411764705884,0.3676470588235294,0,6.800000000000001,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6248,45.471014492753625,0.36231884057971014,0,6.9,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6249,45.535714285714285,0.35714285714285715,0,7,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6250,45.598591549295776,0.35211267605633795,0,7.1000000000000005,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6251,45.65972222222222,0.3472222222222222,0,7.2,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6252,45.71917808219178,0.3424657534246575,0,7.300000000000001,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6253,45.77702702702703,0.33783783783783783,0,7.4,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6254,45.83333333333333,0.3333333333333333,0,7.5,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6255,45.88815789473684,0.32894736842105265,0,7.6000000000000005,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6256,45.94155844155844,0.3246753246753247,0,7.7,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6257,45.993589743589745,0.3205128205128205,0,7.800000000000001,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6258,46.04430379746836,0.3164556962025316,0,7.9,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6259,46.09375,0.3125,0,8,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6260,46.141975308641975,0.30864197530864196,0,8.100000000000001,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6261,46.1890243902439,0.3048780487804878,0,8.2,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6262,46.234939759036145,0.3012048192771084,0,8.3,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6263,46.279761904761905,0.2976190476190476,0,8.4,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
6264,46.32352941176471,0.2941176470588235,0,8.5,0,1,0.35000000000000003,0.02,0.02,4,2,0.05
