scenario_id,E,N_s,N_w,p_w,p_s,r_s,r_w,q_s,q_w,k_s,k_w,c
4945,26.5625,2.7565789473684212,0,4,1,1,0.28,0.02,0.02,4,2,0.0375
4946,26.5625,2.759227467811159,0,4.1,1,1,0.28,0.02,0.02,4,2,0.0375
4947,26.5625,2.7617647058823533,0,4.2,1,1,0.28,0.02,0.02,4,2,0.0375
4948,26.5625,2.7641975308641973,0,4.300000000000001,1,1,0.28,0.02,0.02,4,2,0.0375
4949,26.5625,2.7665322580645157,0,4.4,1,1,0.28,0.02,0.02,4,2,0.0375
4950,26.5625,2.7687747035573116,0,4.5,1,1,0.28,0.02,0.02,4,2,0.0375
4951,26.5625,2.7709302325581397,0,4.6,1,1,0.28,0.02,0.02,4,2,0.0375
4952,26.5625,2.773003802281369,0,4.7,1,1,0.28,0.02,0.02,4,2,0.0375
4953,26.5625,2.775,0,4.800000000000001,1,1,0.28,0.02,0.02,4,2,0.0375
4954,26.5625,2.776923076923077,0,4.9,1,1,0.28,0.02,0.02,4,2,0.0375
4955,26.5625,2.778776978417266,0,5,1,1,0.28,0.02,0.02,4,2,0.0375
4956,26.5625,2.7805653710247347,0,5.1000000000000005,1,1,0.28,0.02,0.02,4,2,0.0375
4957,26.5625,2.7822916666666666,0,5.2,1,1,0.28,0.02,0.02,4,2,0.0375
4958,26.5625,2.783959044368601,0,5.3,1,1,0.28,0.02,0.02,4,2,0.0375
4959,26.5625,2.785570469798657,0,5.4,1,1,0.28,0.02,0.02,4,2,0.0375
4960,26.5625,2.787128712871287,0,5.5,1,1,0.28,0.02,0.02,4,2,0.0375
4961,26.5625,2.788636363636364,0,5.6000000000000005,1,1,0.28,0.02,0.02,4,2,0.0375
4962,26.5625,2.790095846645367,0,5.7,1,1,0.28,0.02,0.02,4,2,0.0375
4963,26.5625,2.7915094339622644,0,5.800000000000001,1,1,0.28,0.02,0.02,4,2,0.0375
4964,26.5625,2.792879256965944,0,5.9,1,1,0.28,0.02,0.02,4,2,0.0375
4965,26.5625,2.79420731707317,0,6,1,1,0.28,0.02,0.02,4,2,0.0375
4966,26.5625,2.795495495495495,0,6.1000000000000005,1,1,0.28,0.02,0.02,4,2,0.0375
4967,26.5625,2.796745562130178,0,6.2,1,1,0.28,0.02,0.02,4,2,0.0375
4968,26.5625,2.797959183673469,0,6.300000000000001,1,1,0.28,0.02,0.02,4,2,0.0375
4969,26.5625,2.799137931034483,0,6.4,1,1,0.28,0.02,0.02,4,2,0.0375
4970,26.5625,2.80028328611898,0,6.5,1,1,0.28,0.02,0.02,4,2,0.0375
4971,26.5625,2.801396648044692,0,6.6000000000000005,1,1,0.28,0.02,0.02,4,2,0.0375
4972,26.5625,2.802479338842975,0,6.7,1,1,0.28,0.02,0.02,4,2,0.0375
4973,26.5625,2.803532608695652,0,6.800000000000001,1,1,0.28,0.02,0.02,4,2,0.0375
4974,26.5625,2.80455764075067,0,6.9,1,1,0.28,0.02,0.02,4,2,0.0375
4975,26.5625,2.805555555555556,0,7,1,1,0.28,0.02,0.02,4,2,0.0375
4976,26.5625,2.806527415143603,0,7.1000000000000005,1,1,0.28,0.02,0.02,4,2,0.0375
4977,26.5625,2.807474226804124,0,7.2,1,1,0.28,0.02,0.02,4,2,0.0375
4978,26.5625,2.808396946564886,0,7.300000000000001,1,1,0.28,0.02,0.02,4,2,0.0375
4979,26.5625,2.8092964824120603,0,7.4,1,1,0.28,0.02,0.02,4,2,0.0375
4980,26.5625,2.8101736972704714,0,7.5,1,1,0.28,0.02,0.02,4,2,0.0375
4981,26.5625,2.811029411764706,0,7.6000000000000005,1,1,0.28,0.02,0.02,4,2,0.0375
4982,26.5625,2.811864406779661,0,7.7,1,1,0.28,0.02,0.02,4,2,0.0375
4983,26.5625,2.8126794258373207,0,7.800000000000001,1,1,0.28,0.02,0.02,4,2,0.0375
4984,26.5625,2.8134751773049635,0,7.9,1,1,0.28,0.02,0.02,4,2,0.0375
4985,26.5625,2.8142523364485985,0,8,1,1,0.28,0.02,0.02,4,2,0.0375
4986,26.5625,2.8150115473441106,0,8.100000000000001,1,1,0.28,0.02,0.02,4,2,0.0375
4987,26.5625,2.815753424657534,0,8.2,1,1,0.28,0.02,0.02,4,2,0.0375
4988,26.5625,2.8164785553047404,0,8.3,1,1,0.28,0.02,0.02,4,2,0.0375
4989,26.5625,2.8171875,0,8.4,1,1,0.28,0.02,0.02,4,2,0.0375
4990,26.5625,2.8178807947019866,0,8.5,1,1,0.28,0.02,0.02,4,2,0.0375
4991,26.5625,2.8185589519650653,0,8.600000000000001,1,1,0.28,0.02,0.02,4,2,0.0375
4992,26.5625,2.8192224622030237,0,8.7,1,1,0.28,0.02,0.02,4,2,0.0375
4993,26.5625,2.819871794871794,0,8.8,1,1,0.28,0.02,0.02,4,2,0.0375
4994,26.5625,2.8205073995771675,0,8.9,1,1,0.28,0.02,0.02,4,2,0.0375
4995,26.5625,2.8211297071129704,0,9,1,1,0.28,0.02,0.02,4,2,0.0375
4996,26.5625,2.8217391304347825,0,9.1,1,1,0.28,0.02,0.02,4,2,0.0375
4997,26.5625,2.8223360655737704,0,9.200000000000001,1,1,0.28,0.02,0.02,4,2,0.0375
4998,26.5625,2.8229208924949294,0,9.3,1,1,0.28,0.02,0.02,4,2,0.0375
4999,26.5625,2.823493975903614,0,9.4,1,1,0.28,0.02,0.02,4,2,0.0375
5000,26.5625,2.8240556660039764,0,9.5,1,1,0.28,0.02,0.02,4,2,0.0375
5001,26.5625,2.8246062992125984,0,9.6,1,1,0.28,0.02,0.02,4,2,0.0375
5002,26.5625,2.825146198830409,0,9.700000000000001,1,1,0.28,0.02,0.02,4,2,0.0375
5003,26.5625,2.8256756756756753,0,9.8,1,1,0.28,0.02,0.02,4,2,0.0375
5004,26.5625,2.8261950286806883,0,9.9,1,1,0.28,0.02,0.02,4,2,0.0375
5005,26.5625,2.8267045454545454,0,10,1,1,0.28,0.02,0.02,4,2,0.0375
5006,38.28125,1.8537735849056605,0,1,2,1,0.28,0.02,0.02,4,2,0.0375
5007,38.28125,1.8999999999999997,0,1.1,2,1,0.28,0.02,0.02,4,2,0.0375
5008,38.28125,1.9422413793103448,0,1.2,2,1,0.28,0.02,0.02,4,2,0.0375
5009,38.28125,1.98099173553719,0,1.3,2,1,0.28,0.02,0.02,4,2,0.0375
5010,38.28125,2.0166666666666666,0,1.4,2,1,0.28,0.02,0.02,4,2,0.0375
5011,38.28125,2.049618320610687,0,1.5,2,1,0.28,0.02,0.02,4,2,0.0375
5012,38.28125,2.0801470588235293,0,1.6,2,1,0.28,0.02,0.02,4,2,0.0375
5013,38.28125,2.108510638297872,0,1.7000000000000002,2,1,0.28,0.02,0.02,4,2,0.0375
5014,38.28125,2.134931506849315,0,1.8,2,1,0.28,0.02,0.02,4,2,0.0375
5015,38.28125,2.1596026490066222,0,1.9,2,1,0.28,0.02,0.02,4,2,0.0375
5016,38.28125,2.182692307692308,0,2,2,1,0.28,0.02,0.02,4,2,0.0375
5017,38.28125,2.204347826086957,0,2.1,2,1,0.28,0.02,0.02,4,2,0.0375
5018,38.28125,2.2246987951807227,0,2.2,2,1,0.28,0.02,0.02,4,2,0.0375
5019,38.28125,2.243859649122807,0,2.3,2,1,0.28,0.02,0.02,4,2,0.0375
5020,38.28125,2.261931818181818,0,2.4000000000000004,2,1,0.28,0.02,0.02,4,2,0.0375
5021,38.28125,2.2790055248618786,0,2.5,2,1,0.28,0.02,0.02,4,2,0.0375
5022,38.28125,2.295161290322581,0,2.6,2,1,0.28,0.02,0.02,4,2,0.0375
5023,38.28125,2.3104712041884814,0,2.7,2,1,0.28,0.02,0.02,4,2,0.0375
5024,38.28125,2.3249999999999997,0,2.8,2,1,0.28,0.02,0.02,4,2,0.0375
5025,38.28125,2.3388059701492536,0,2.9000000000000004,2,1,0.28,0.02,0.02,4,2,0.0375
5026,38.28125,2.3519417475728153,0,3,2,1,0.28,0.02,0.02,4,2,0.0375
5027,38.28125,2.3644549763033176,0,3.1,2,1,0.28,0.02,0.02,4,2,0.0375
5028,38.28125,2.3763888888888887,0,3.2,2,1,0.28,0.02,0.02,4,2,0.0375
5029,38.28125,2.3877828054298638,0,3.3000000000000003,2,1,0.28,0.02,0.02,4,2,0.0375
5030,38.28125,2.398672566371681,0,3.4000000000000004,2,1,0.28,0.02,0.02,4,2,0.0375
5031,38.28125,2.409090909090909,0,3.5,2,1,0.28,0.02,0.02,4,2,0.0375
5032,38.28125,2.4190677966101695,0,3.6,2,1,0.28,0.02,0.02,4,2,0.0375
5033,38.28125,2.4286307053941907,0,3.7,2,1,0.28,0.02,0.02,4,2,0.0375
5034,38.28125,2.4378048780487807,0,3.8000000000000003,2,1,0.28,0.02,0.02,4,2,0.0375
5035,38.28125,2.4466135458167333,0,3.9000000000000004,2,1,0.28,0.02,0.02,4,2,0.0375
5036,38.28125,2.4550781249999996,0,4,2,1,0.28,0.02,0.02,4,2,0.0375
5037,38.28125,2.4632183908045975,0,4.1,2,1,0.28,0.02,0.02,4,2,0.0375
5038,38.28125,2.4710526315789476,0,4.2,2,1,0.28,0.02,0.02,4,2,0.0375
5039,38.28125,2.4785977859778594,0,4.300000000000001,2,1,0.28,0.02,0.02,4,2,0.0375
5040,38.28125,2.485869565217391,0,4.4,2,1,0.28,0.02,0.02,4,2,0.0375
5041,38.28125,2.49288256227758,0,4.5,2,1,0.28,0.02,0.02,4,2,0.0375
5042,38.28125,2.4996503496503495,0,4.6,2,1,0.28,0.02,0.02,4,2,0.0375
5043,38.28125,2.5061855670103093,0,4.7,2,1,0.28,0.02,0.02,4,2,0.0375
5044,38.28125,2.5125,0,4.800000000000001,2,1,0.28,0.02,0.02,4,2,0.0375
5045,38.28125,2.5186046511627906,0,4.9,2,1,0.28,0.02,0.02,4,2,0.0375
5046,38.28125,2.524509803921569,0,5,2,1,0.28,0.02,0.02,4,2,0.0375
5047,38.28125,2.5302250803858524,0,5.1000000000000005,2,1,0.28,0.02,0.02,4,2,0.0375
5048,38.28125,2.535759493670886,0,5.2,2,1,0.28,0.02,0.02,4,2,0.0375
5049,38.28125,2.541121495327103,0,5.3,2,1,0.28,0.02,0.02,4,2,0.0375
5050,38.28125,2.546319018404908,0,5.4,2,1,0.28,0.02,0.02,4,2,0.0375
5051,38.28125,2.551359516616314,0,5.5,2,1,0.28,0.02,0.02,4,2,0.0375
5052,38.28125,2.55625,0,5.6000000000000005,2,1,0.28,0.02,0.02,4,2,0.0375
5053,38.28125,2.56099706744868,0,5.7,2,1,0.28,0.02,0.02,4,2,0.0375
5054,38.28125,2.565606936416185,0,5.800000000000001,2,1,0.28,0.02,0.02,4,2,0.0375
5055,38.28125,2.5700854700854703,0,5.9,2,1,0.28,0.02,0.02,4,2,0.0375
5056,38.28125,2.5744382022471908,0,6,2,1,0.28,0.02,0.02,4,2,0.0375
5057,38.28125,2.578670360110803,0,6.1000000000000005,2,1,0.28,0.02,0.02,4,2,0.0375
5058,38.28125,2.582786885245902,0,6.2,2,1,0.28,0.02,0.02,4,2,0.0375
5059,38.28125,2.5867924528301884,0,6.300000000000001,2,1,0.28,0.02,0.02,4,2,0.0375
5060,38.28125,2.590691489361702,0,6.4,2,1,0.28,0.02,0.02,4,2,0.0375
5061,38.28125,2.594488188976378,0,6.5,2,1,0.28,0.02,0.02,4,2,0.0375
5062,38.28125,2.5981865284974086,0,6.6000000000000005,2,1,0.28,0.02,0.02,4,2,0.0375
5063,38.28125,2.601790281329923,0,6.7,2,1,0.28,0.02,0.02,4,2,0.0375
5064,38.28125,2.6053030303030296,0,6.800000000000001,2,1,0.28,0.02,0.02,4,2,0.0375
5065,38.28125,2.608728179551122,0,6.9,2,1,0.28,0.02,0.02,4,2,0.0375
5066,38.28125,2.6120689655172415,0,7,2,1,0.28,0.02,0.02,4,2,0.0375
5067,38.28125,2.615328467153285,0,7.1000000000000005,2,1,0.28,0.02,0.02,4,2,0.0375
5068,38.28125,2.6185096153846152,0,7.2,2,1,0.28,0.02,0.02,4,2,0.0375
5069,38.28125,2.6216152019002377,0,7.300000000000001,2,1,0.28,0.02,0.02,4,2,0.0375
5070,38.28125,2.6246478873239436,0,7.4,2,1,0.28,0.02,0.02,4,2,0.0375
5071,38.28125,2.6276102088167055,0,7.5,2,1,0.28,0.02,0.02,4,2,0.0375
5072,38.28125,2.6305045871559636,0,7.6000000000000005,2,1,0.28,0.02,0.02,4,2,0.0375
5073,38.28125,2.6333333333333333,0,7.7,2,1,0.28,0.02,0.02,4,2,0.0375
5074,38.28125,2.6360986547085203,0,7.800000000000001,2,1,0.28,0.02,0.02,4,2,0.0375
5075,38.28125,2.6388026607538797,0,7.9,2,1,0.28,0.02,0.02,4,2,0.0375
5076,38.28125,2.6414473684210527,0,8,2,1,0.28,0.02,0.02,4,2,0.0375
5077,38.28125,2.6440347071583514,0,8.100000000000001,2,1,0.28,0.02,0.02,4,2,0.0375
5078,38.28125,2.64656652360515,0,8.2,2,1,0.28,0.02,0.02,4,2,0.0375
5079,38.28125,2.649044585987261,0,8.3,2,1,0.28,0.02,0.02,4,2,0.0375
5080,38.28125,2.6514705882352945,0,8.4,2,1,0.28,0.02,0.02,4,2,0.0375
5081,38.28125,2.6538461538461537,0,8.5,2,1,0.28,0.02,0.02,4,2,0.0375
5082,38.28125,2.6561728395061728,0,8.600000000000001,2,1,0.28,0.02,0.02,4,2,0.0375
5083,38.28125,2.6584521384928714,0,8.7,2,1,0.28,0.02,0.02,4,2,0.0375
5084,38.28125,2.6606854838709673,0,8.8,2,1,0.28,0.02,0.02,4,2,0.0375
5085,38.28125,2.6628742514970063,0,8.9,2,1,0.28,0.02,0.02,4,2,0.0375
5086,38.28125,2.665019762845849,0,9,2,1,0.28,0.02,0.02,4,2,0.0375
5087,38.28125,2.667123287671233,0,9.1,2,1,0.28,0.02,0.02,4,2,0.0375
5088,38.28125,2.6691860465116277,0,9.200000000000001,2,1,0.28,0.02,0.02,4,2,0.0375
5089,38.28125,2.6712092130518235,0,9.3,2,1,0.28,0.02,0.02,4,2,0.0375
5090,38.28125,2.6731939163498097,0,9.4,2,1,0.28,0.02,0.02,4,2,0.0375
5091,38.28125,2.6751412429378534,0,9.5,2,1,0.28,0.02,0.02,4,2,0.0375
5092,38.28125,2.6770522388059703,0,9.6,2,1,0.28,0.02,0.02,4,2,0.0375
5093,38.28125,2.678927911275416,0,9.700000000000001,2,1,0.28,0.02,0.02,4,2,0.0375
5094,38.28125,2.6807692307692306,0,9.8,2,1,0.28,0.02,0.02,4,2,0.0375
5095,38.28125,2.6825771324863883,0,9.9,2,1,0.28,0.02,0.02,4,2,0.0375
5096,38.28125,2.6843525179856114,0,10,2,1,0.28,0.02,0.02,4,2,0.0375
5097,26.5625,2.4857594936708858,0,1,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5098,26.5625,2.5068452380952384,0,1.1,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5099,26.5625,2.525561797752809,0,1.2,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5100,26.5625,2.5422872340425533,0,1.3,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5101,26.5625,2.5573232323232324,0,1.4,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5102,26.5625,2.5709134615384617,0,1.5,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5103,26.5625,2.5832568807339453,0,1.6,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5104,26.5625,2.5945175438596495,0,1.7000000000000002,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5105,26.5625,2.6048319327731093,0,1.8,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5106,26.5625,2.614314516129032,0,1.9,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5107,26.5625,2.623062015503876,0,2,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5108,26.5625,2.6311567164179106,0,2.1,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5109,26.5625,2.6386690647482016,0,2.2,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5110,26.5625,2.6456597222222222,0,2.3,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5111,26.5625,2.6521812080536913,0,2.4000000000000004,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5112,26.5625,2.6582792207792214,0,2.5,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5113,26.5625,2.6639937106918237,0,2.6,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5114,26.5625,2.669359756097561,0,2.7,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5115,26.5625,2.6744082840236687,0,2.8,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5116,26.5625,2.6791666666666667,0,2.9000000000000004,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5117,26.5625,2.6836592178770946,0,3,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5118,26.5625,2.687907608695653,0,3.1,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5119,26.5625,2.691931216931217,0,3.2,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5120,26.5625,2.6957474226804123,0,3.3000000000000003,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5121,26.5625,2.699371859296482,0,3.4000000000000004,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5122,26.5625,2.7028186274509802,0,3.5,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5123,26.5625,2.7061004784688993,0,3.6,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5124,26.5625,2.7092289719626166,0,3.7,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5125,26.5625,2.712214611872146,0,3.8000000000000003,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5126,26.5625,2.715066964285714,0,3.9000000000000004,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5127,26.5625,2.717794759825328,0,4,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5128,26.5625,2.7204059829059823,0,4.1,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5129,26.5625,2.7229079497907955,0,4.2,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5130,26.5625,2.7253073770491802,0,4.300000000000001,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5131,26.5625,2.7276104417670686,0,4.4,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5132,26.5625,2.7298228346456686,0,4.5,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5133,26.5625,2.7319498069498067,0,4.6,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5134,26.5625,2.733996212121212,0,4.7,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5135,26.5625,2.7359665427509294,0,4.800000000000001,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5136,26.5625,2.7378649635036494,0,4.9,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5137,26.5625,2.7396953405017923,0,5,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5138,26.5625,2.741461267605634,0,5.1000000000000005,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5139,26.5625,2.7431660899653982,0,5.2,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5140,26.5625,2.7448129251700677,0,5.3,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5141,26.5625,2.7464046822742474,0,5.4,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5142,26.5625,2.747944078947368,0,5.5,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5143,26.5625,2.749433656957929,0,5.6000000000000005,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5144,26.5625,2.7508757961783434,0,5.7,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5145,26.5625,2.7522727272727274,0,5.800000000000001,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5146,26.5625,2.7536265432098768,0,5.9,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5147,26.5625,2.7549392097264436,0,6,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5148,26.5625,2.7562125748502995,0,6.1000000000000005,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5149,26.5625,2.757448377581121,0,6.2,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5150,26.5625,2.758648255813954,0,6.300000000000001,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5151,26.5625,2.7598137535816623,0,6.4,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5152,26.5625,2.760946327683616,0,6.5,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5153,26.5625,2.7620473537604457,0,6.6000000000000005,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5154,26.5625,2.7631181318681324,0,6.7,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5155,26.5625,2.764159891598916,0,6.800000000000001,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5156,26.5625,2.765173796791444,0,6.9,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5157,26.5625,2.766160949868074,0,7,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5158,26.5625,2.767122395833333,0,7.1000000000000005,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5159,26.5625,2.7680591259640104,0,7.2,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5160,26.5625,2.768972081218274,0,7.300000000000001,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5161,26.5625,2.7698621553884712,0,7.4,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5162,26.5625,2.770730198019802,0,7.5,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5163,26.5625,2.7715770171149146,0,7.6000000000000005,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5164,26.5625,2.772403381642512,0,7.7,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5165,26.5625,2.7732100238663486,0,7.800000000000001,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5166,26.5625,2.7739976415094336,0,7.9,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5167,26.5625,2.7747668997668997,0,8,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5168,26.5625,2.7755184331797236,0,8.100000000000001,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5169,26.5625,2.77625284738041,0,8.2,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5170,26.5625,2.7769707207207204,0,8.3,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5171,26.5625,2.777672605790646,0,8.4,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5172,26.5625,2.7783590308370045,0,8.5,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5173,26.5625,2.779030501089325,0,8.600000000000001,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5174,26.5625,2.7796875,0,8.7,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5175,26.5625,2.780330490405117,0,8.8,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5176,26.5625,2.7809599156118145,0,8.9,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5177,26.5625,2.781576200417536,0,9,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5178,26.5625,2.782179752066116,0,9.1,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5179,26.5625,2.7827709611451943,0,9.200000000000001,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5180,26.5625,2.78335020242915,0,9.3,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5181,26.5625,2.7839178356713425,0,9.4,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5182,26.5625,2.7844742063492065,0,9.5,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5183,26.5625,2.7850196463654227,0,9.6,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5184,26.5625,2.7855544747081713,0,9.700000000000001,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5185,26.5625,2.7860789980732172,0,9.8,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5186,26.5625,2.786593511450382,0,9.9,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5187,26.5625,2.7870982986767485,0,10,1,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5188,38.28125,1.818287037037037,0,1,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5189,38.28125,1.8634955752212392,0,1.1,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5190,38.28125,1.9048728813559324,0,1.2,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5191,38.28125,1.9428861788617886,0,1.3,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5192,38.28125,1.9779296875000003,0,1.4,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5193,38.28125,2.0103383458646618,0,1.5,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5194,38.28125,2.0403985507246376,0,1.6,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5195,38.28125,2.0683566433566436,0,1.7000000000000002,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5196,38.28125,2.0944256756756756,0,1.8,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5197,38.28125,2.1187908496732026,0,1.9,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5198,38.28125,2.141613924050633,0,2,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5199,38.28125,2.163036809815951,0,2.1,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5200,38.28125,2.183184523809524,0,2.2,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5201,38.28125,2.2021676300578035,0,2.3,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5202,38.28125,2.2200842696629213,0,2.4000000000000004,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5203,38.28125,2.2370218579234975,0,2.5,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5204,38.28125,2.253058510638298,0,2.6,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5205,38.28125,2.2682642487046634,0,2.7,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5206,38.28125,2.28270202020202,0,2.8,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5207,38.28125,2.2964285714285717,0,2.9000000000000004,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5208,38.28125,2.309495192307692,0,3,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5209,38.28125,2.3219483568075123,0,3.1,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5210,38.28125,2.333830275229358,0,3.2,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5211,38.28125,2.3451793721973093,0,3.3000000000000003,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5212,38.28125,2.356030701754386,0,3.4000000000000004,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5213,38.28125,2.3664163090128754,0,3.5,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5214,38.28125,2.376365546218487,0,3.6,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5215,38.28125,2.3859053497942386,0,3.7,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5216,38.28125,2.3950604838709677,0,3.8000000000000003,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5217,38.28125,2.4038537549407115,0,3.9000000000000004,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
5218,38.28125,2.4123062015503876,0,4,2,1,0.29000000000000004,0.02,0.02,4,2,0.0375
