scenario_id,E,N_s,N_w,p_w,p_s,r_s,r_w,q_s,q_w,k_s,k_w,c
12570,31.624999999999996,1.4699999999999998,0.19285714285714292,2.1,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12571,31.71875,1.4625,0.18750000000000003,2.2,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12572,31.807432432432435,1.4554054054054053,0.1824324324324325,2.3,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12573,31.891447368421055,1.4486842105263156,0.17763157894736845,2.4000000000000004,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12574,31.971153846153847,1.442307692307692,0.17307692307692313,2.5,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12575,32.046875,1.4362499999999996,0.16875000000000004,2.6,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12576,32.11890243902439,1.4304878048780485,0.16463414634146345,2.7,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12577,32.1875,1.4249999999999996,0.16071428571428578,2.8,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12578,32.25290697674419,1.4197674418604649,0.15697674418604657,2.9000000000000004,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12579,32.31534090909091,1.414772727272727,0.15340909090909094,3,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12580,32.37500000000001,1.41,0.15000000000000008,3.1,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12581,32.43206521739131,1.4054347826086955,0.14673913043478268,3.2,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12582,32.486702127659576,1.401063829787234,0.14361702127659579,3.3000000000000003,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12583,32.5390625,1.3968749999999999,0.14062500000000003,3.4000000000000004,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12584,32.58928571428572,1.3928571428571428,0.1377551020408164,3.5,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12585,32.6375,1.389,0.13500000000000006,3.6,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12586,32.68382352941177,1.3852941176470588,0.13235294117647065,3.7,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12587,32.728365384615394,1.381730769230769,0.12980769230769235,3.8000000000000003,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12588,32.77122641509435,1.3783018867924526,0.12735849056603776,3.9000000000000004,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12589,32.8125,1.3749999999999998,0.12500000000000006,4,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12590,32.85227272727273,1.3718181818181814,0.12272727272727277,4.1,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12591,32.89062500000001,1.3687499999999997,0.12053571428571433,4.2,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12592,32.92763157894738,1.3657894736842102,0.11842105263157898,4.300000000000001,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12593,32.963362068965516,1.3629310344827583,0.11637931034482761,4.4,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12594,32.99788135593221,1.3601694915254234,0.11440677966101699,4.5,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12595,33.03125000000001,1.3575,0.11250000000000006,4.6,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12596,33.06352459016394,1.3549180327868848,0.11065573770491806,4.7,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12597,33.094758064516135,1.3524193548387093,0.10887096774193551,4.800000000000001,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12598,33.12499999999999,1.3499999999999996,0.10714285714285716,4.9,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12599,33.15429687500001,1.3476562499999998,0.10546875000000004,5,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12600,33.182692307692314,1.3453846153846152,0.10384615384615388,5.1000000000000005,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12601,33.210227272727266,1.3431818181818178,0.10227272727272729,5.2,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12602,33.23694029850747,1.3410447761194029,0.10074626865671646,5.3,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12603,33.26286764705882,1.3389705882352938,0.09926470588235296,5.4,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12604,33.28804347826087,1.33695652173913,0.09782608695652177,5.5,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12605,33.3125,1.3349999999999997,0.09642857142857146,5.6000000000000005,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12606,33.3362676056338,1.3330985915492954,0.0950704225352113,5.7,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12607,33.359375,1.3312499999999996,0.09375000000000001,5.800000000000001,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12608,33.3818493150685,1.3294520547945203,0.09246575342465756,5.9,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12609,33.40371621621621,1.3277027027027024,0.09121621621621624,6,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12610,33.425,1.3259999999999996,0.09000000000000002,6.1000000000000005,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12611,33.44572368421053,1.3243421052631579,0.08881578947368424,6.2,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12612,33.46590909090909,1.3227272727272723,0.08766233766233768,6.300000000000001,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12613,33.48557692307692,1.3211538461538457,0.08653846153846156,6.4,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12614,33.504746835443036,1.3196202531645564,0.08544303797468357,6.5,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12615,33.5234375,1.3181249999999995,0.08437500000000002,6.6000000000000005,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12616,33.541666666666664,1.3166666666666662,0.08333333333333336,6.7,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12617,33.55945121951219,1.3152439024390241,0.08231707317073172,6.800000000000001,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12618,33.57680722891566,1.3138554216867466,0.0813253012048193,6.9,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12619,33.59375000000001,1.3124999999999996,0.08035714285714289,7,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12620,33.61029411764706,1.3111764705882352,0.07941176470588238,7.1000000000000005,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12621,33.62645348837209,1.3098837209302323,0.07848837209302328,7.2,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12622,33.64224137931034,1.308620689655172,0.07758620689655174,7.300000000000001,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12623,33.65767045454545,1.3073863636363634,0.07670454545454547,7.4,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12624,33.67275280898876,1.3061797752808988,0.07584269662921352,7.5,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12625,33.6875,1.305,0.07500000000000002,7.6000000000000005,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12626,33.70192307692307,1.3038461538461532,0.0741758241758242,7.7,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12627,33.71603260869565,1.3027173913043475,0.07336956521739132,7.800000000000001,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12628,33.729838709677416,1.301612903225806,0.07258064516129034,7.9,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12629,33.74335106382979,1.3005319148936167,0.07180851063829789,8,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12630,33.75657894736842,1.299473684210526,0.07105263157894738,8.100000000000001,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12631,33.76953124999999,1.2984374999999997,0.07031250000000003,8.2,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12632,33.782216494845365,1.2974226804123705,0.0695876288659794,8.3,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12633,33.79464285714286,1.2964285714285715,0.0688775510204082,8.4,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12634,33.80681818181819,1.2954545454545452,0.0681818181818182,8.5,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12635,33.81875,1.2944999999999998,0.06750000000000002,8.600000000000001,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12636,33.83044554455445,1.293564356435643,0.06683168316831685,8.7,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12637,33.841911764705884,1.292647058823529,0.06617647058823532,8.8,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12638,33.853155339805824,1.2917475728155334,0.0655339805825243,8.9,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12639,33.864182692307686,1.290865384615384,0.06490384615384617,9,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12640,33.87500000000001,1.2899999999999998,0.06428571428571432,9.1,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12641,33.88561320754717,1.2891509433962263,0.06367924528301888,9.200000000000001,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12642,33.89602803738318,1.2883177570093456,0.06308411214953273,9.3,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12643,33.90625000000001,1.2874999999999999,0.06250000000000003,9.4,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12644,33.91628440366973,1.2866972477064216,0.06192660550458718,9.5,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12645,33.92613636363637,1.285909090909091,0.061363636363636384,9.6,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12646,33.935810810810814,1.2851351351351348,0.06081081081081083,9.700000000000001,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12647,33.9453125,1.2843749999999996,0.060267857142857165,9.8,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12648,33.954646017699126,1.283628318584071,0.059734513274336314,9.9,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12649,33.963815789473685,1.282894736842105,0.0592105263157895,10,1,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12650,38.28125,1.006578947368421,0,1,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12651,38.28125,1.0115384615384615,0,1.1,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12652,38.28125,1.01625,0,1.2,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12653,38.28125,1.0207317073170732,0,1.3,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12654,38.28125,1.025,0,1.4,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12655,38.28125,1.0290697674418603,0,1.5,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12656,38.28125,1.0329545454545452,0,1.6,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12657,38.28125,1.0366666666666664,0,1.7000000000000002,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12658,38.28125,1.0402173913043478,0,1.8,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12659,38.28125,1.0436170212765956,0,1.9,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12660,38.28125,1.046875,0,2,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12661,38.28125,1.05,0,2.1,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12662,38.28125,1.0530000000000002,0,2.2,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12663,38.28125,1.0558823529411763,0,2.3,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12664,38.28125,1.058653846153846,0,2.4000000000000004,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12665,38.28125,1.061320754716981,0,2.5,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12666,38.28125,1.0638888888888884,0,2.6,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12667,38.28125,1.0663636363636362,0,2.7,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12668,38.28125,1.0687499999999999,0,2.8,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12669,38.28125,1.071052631578947,0,2.9000000000000004,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12670,38.28125,1.0732758620689655,0,3,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12671,38.28125,1.0754237288135593,0,3.1,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12672,38.28125,1.0775,0,3.2,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12673,38.28125,1.0795081967213114,0,3.3000000000000003,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12674,38.28125,1.0814516129032257,0,3.4000000000000004,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12675,38.28125,1.0833333333333333,0,3.5,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12676,38.28125,1.08515625,0,3.6,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12677,38.28125,1.0869230769230769,0,3.7,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12678,38.28125,1.0886363636363636,0,3.8000000000000003,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12679,38.28125,1.0902985074626865,0,3.9000000000000004,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12680,38.28125,1.091911764705882,0,4,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12681,38.28125,1.0934782608695648,0,4.1,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12682,38.28125,1.0949999999999998,0,4.2,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12683,38.28125,1.0964788732394364,0,4.300000000000001,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12684,38.28125,1.0979166666666664,0,4.4,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12685,38.28125,1.0993150684931503,0,4.5,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12686,38.28125,1.1006756756756755,0,4.6,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12687,38.28125,1.1019999999999999,0,4.7,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12688,38.28125,1.1032894736842103,0,4.800000000000001,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12689,38.28125,1.1045454545454543,0,4.9,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12690,38.28125,1.1057692307692304,0,5,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12691,38.28125,1.1069620253164554,0,5.1000000000000005,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12692,38.28125,1.1081249999999998,0,5.2,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12693,38.28125,1.1092592592592592,0,5.3,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12694,38.28125,1.1103658536585364,0,5.4,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12695,38.28125,1.11144578313253,0,5.5,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12696,38.28125,1.1125,0,5.6000000000000005,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12697,38.28125,1.1135294117647057,0,5.7,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12698,38.28125,1.1145348837209301,0,5.800000000000001,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12699,38.28125,1.1155172413793102,0,5.9,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12700,38.28125,1.1164772727272725,0,6,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12701,38.28125,1.1174157303370784,0,6.1000000000000005,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12702,38.28125,1.1183333333333334,0,6.2,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12703,38.28125,1.1192307692307688,0,6.300000000000001,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12704,38.28125,1.1201086956521735,0,6.4,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12705,38.28125,1.1209677419354835,0,6.5,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12706,38.28125,1.1218085106382976,0,6.6000000000000005,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12707,38.28125,1.122631578947368,0,6.7,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12708,38.28125,1.1234374999999999,0,6.800000000000001,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12709,38.28125,1.1242268041237111,0,6.9,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12710,38.28125,1.1249999999999998,0,7,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12711,38.28125,1.1257575757575755,0,7.1000000000000005,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12712,38.28125,1.1264999999999998,0,7.2,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12713,38.28125,1.127227722772277,0,7.300000000000001,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12714,38.28125,1.1279411764705882,0,7.4,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12715,38.28125,1.128640776699029,0,7.5,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12716,38.28125,1.129326923076923,0,7.6000000000000005,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12717,38.28125,1.1299999999999994,0,7.7,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12718,38.28125,1.1306603773584902,0,7.800000000000001,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12719,38.28125,1.1313084112149527,0,7.9,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12720,38.28125,1.1319444444444442,0,8,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12721,38.28125,1.132568807339449,0,8.100000000000001,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12722,38.28125,1.1331818181818178,0,8.2,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12723,38.28125,1.1337837837837834,0,8.3,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12724,38.28125,1.134375,0,8.4,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12725,38.28125,1.134955752212389,0,8.5,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12726,38.28125,1.1355263157894735,0,8.600000000000001,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12727,38.28125,1.1360869565217386,0,8.7,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12728,38.28125,1.1366379310344823,0,8.8,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12729,38.28125,1.137179487179487,0,8.9,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12730,38.28125,1.1377118644067792,0,9,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12731,38.28125,1.1382352941176468,0,9.1,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12732,38.28125,1.13875,0,9.200000000000001,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12733,38.28125,1.1392561983471072,0,9.3,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12734,38.28125,1.1397540983606553,0,9.4,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12735,38.28125,1.140243902439024,0,9.5,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12736,38.28125,1.1407258064516128,0,9.6,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12737,38.28125,1.1411999999999995,0,9.700000000000001,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12738,38.28125,1.1416666666666662,0,9.8,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12739,38.28125,1.1421259842519684,0,9.9,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12740,38.28125,1.1425781249999998,0,10,2,1,0.7000000000000001,0.02,0.02,4,2,0.0375
12741,30.25568181818182,1.5795454545454544,0.2954545454545456,1,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12742,30.46378968253968,1.5628968253968252,0.28373015873015883,1.1,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12743,30.65601145038168,1.5475190839694655,0.2729007633587788,1.2,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12744,30.834099264705884,1.5332720588235293,0.2628676470588237,1.3,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12745,30.999556737588655,1.5200354609929076,0.25354609929078026,1.4,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12746,31.153681506849313,1.5077054794520546,0.24486301369863026,1.5,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12747,31.29759933774835,1.4961920529801322,0.23675496688741735,1.6,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12748,31.43229166666667,1.4854166666666664,0.22916666666666677,1.7000000000000002,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12749,31.558618012422365,1.475310559006211,0.2220496894409939,1.8,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12750,31.677334337349393,1.4658132530120478,0.21536144578313263,1.9,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12751,31.789108187134506,1.4568713450292397,0.20906432748538023,2,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12752,31.894531250000004,1.4484374999999998,0.20312500000000014,2.1,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12753,31.994129834254146,1.4404696132596682,0.19751381215469624,2.2,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12754,32.08837365591398,1.4329301075268817,0.19220430107526895,2.3,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12755,32.1776832460733,1.425785340314136,0.18717277486911002,2.4000000000000004,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12756,32.262436224489804,1.419005102040816,0.18239795918367357,2.5,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12757,32.34297263681593,1.4125621890547262,0.17786069651741304,2.6,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12758,32.41959951456312,1.4064320388349514,0.17354368932038844,2.7,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12759,32.49259478672987,1.4005924170616113,0.1694312796208532,2.8,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12760,32.56221064814815,1.3950231481481477,0.16550925925925933,2.9000000000000004,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12761,32.62867647058824,1.389705882352941,0.16176470588235303,3,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12762,32.69220132743363,1.3846238938053095,0.15818584070796468,3.1,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12763,32.75297619047619,1.3797619047619043,0.15476190476190482,3.2,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12764,32.811175847457626,1.3751059322033896,0.1514830508474577,3.3000000000000003,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12765,32.86696058091286,1.3706431535269705,0.14834024896265566,3.4000000000000004,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12766,32.920477642276424,1.3663617886178858,0.1453252032520326,3.5,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12767,32.971862549800804,1.362250996015936,0.14243027888446222,3.6,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12768,33.02124023437501,1.3583007812499999,0.13964843750000006,3.7,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12769,33.06872605363986,1.3545019157088123,0.13697318007662843,3.8000000000000003,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12770,33.11442669172933,1.350845864661654,0.13439849624060157,3.9000000000000004,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12771,33.158440959409596,1.347324723247232,0.13191881918819195,4,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12772,33.200860507246375,1.3439311594202896,0.12952898550724645,4.1,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12773,33.24177046263346,1.3406583629893236,0.12722419928825632,4.2,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12774,33.28125,1.3374999999999997,0.12500000000000006,4.300000000000001,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12775,33.31937285223368,1.3344501718213053,0.12285223367697601,4.4,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12776,33.356207770270274,1.331503378378378,0.12077702702702708,4.5,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12777,33.39181893687708,1.3286544850498334,0.1187707641196014,4.6,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12778,33.42626633986929,1.3258986928104572,0.1168300653594772,4.7,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12779,33.45960610932476,1.3232315112540187,0.11495176848874603,4.800000000000001,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12780,33.49189082278482,1.3206487341772148,0.11313291139240512,4.9,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12781,33.52316978193147,1.3181464174454824,0.1113707165109035,5,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12782,33.553489263803684,1.3157208588957052,0.10966257668711663,5.1000000000000005,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12783,33.582892749244714,1.3133685800604227,0.10800604229607257,5.2,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12784,33.61142113095239,1.3110863095238092,0.10639880952380959,5.3,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12785,33.63911290322581,1.308870967741935,0.1048387096774194,5.4,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12786,33.66600433526012,1.3067196531791905,0.10332369942196538,5.5,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12787,33.69212962962963,1.3046296296296296,0.1018518518518519,5.6000000000000005,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12788,33.71752106741573,1.3025983146067412,0.10042134831460679,5.7,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12789,33.74220914127424,1.3006232686980606,0.09903047091412748,5.800000000000001,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12790,33.766222677595636,1.2987021857923495,0.09767759562841535,5.9,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12791,33.78958894878706,1.2968328840970347,0.09636118598382755,6,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12792,33.81233377659575,1.29501329787234,0.0950797872340426,6.1000000000000005,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12793,33.8344816272966,1.2932414698162729,0.09383202099737539,6.2,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12794,33.85605569948187,1.2915155440414505,0.09261658031088087,6.300000000000001,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12795,33.87707800511509,1.2898337595907925,0.09143222506393867,6.4,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12796,33.89756944444444,1.2881944444444442,0.09027777777777783,6.5,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12797,33.91754987531172,1.286596009975062,0.08915211970074817,6.6000000000000005,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12798,33.9370381773399,1.2850369458128077,0.08805418719211829,6.7,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12799,33.95605231143552,1.2835158150851578,0.08698296836982972,6.800000000000001,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12800,33.974609375,1.2820312499999995,0.08593750000000004,6.9,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12801,33.992725653206655,1.2805819477434677,0.08491686460807607,7,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12802,34.010416666666664,1.2791666666666663,0.08392018779342728,7.1000000000000005,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
12803,34.027697215777266,1.2777842227378189,0.08294663573085852,7.2,1,1,0.7100000000000001,0.02,0.02,4,2,0.0375
