time,stock_price,price,scenario_label
26.5,Weak stock,1,Strong stock
26.6,Strong stock,1.5503733788391525,Strong stock
26.6,Weak stock,1,Strong stock
26.700000000000003,Strong stock,1.548581405198502,Strong stock
26.700000000000003,Weak stock,1,Strong stock
26.8,Strong stock,1.5467949403855514,Strong stock
26.8,Weak stock,1,Strong stock
26.900000000000002,Strong stock,1.5450139644428764,Strong stock
26.900000000000002,Weak stock,1,Strong stock
27,Strong stock,1.5432384575224527,Strong stock
27,Weak stock,1,Strong stock
27.1,Strong stock,1.5414683998848937,Strong stock
27.1,Weak stock,1,Strong stock
27.200000000000003,Strong stock,1.5397037718986986,Strong stock
27.200000000000003,Weak stock,1,Strong stock
27.3,Strong stock,1.537944554039505,Strong stock
27.3,Weak stock,1,Strong stock
27.400000000000002,Strong stock,1.5361907268893464,Strong stock
27.400000000000002,Weak stock,1,Strong stock
27.5,Strong stock,1.5344422711359171,Strong stock
27.5,Weak stock,1,Strong stock
27.6,Strong stock,1.532699167571841,Strong stock
27.6,Weak stock,1,Strong stock
27.700000000000003,Strong stock,1.5309613970939486,Strong stock
27.700000000000003,Weak stock,1,Strong stock
27.8,Strong stock,1.5292289407025559,Strong stock
27.8,Weak stock,1,Strong stock
27.900000000000002,Strong stock,1.5275017795007533,Strong stock
27.900000000000002,Weak stock,1,Strong stock
28,Strong stock,1.525779894693696,Strong stock
28,Weak stock,1,Strong stock
28.1,Strong stock,1.5240632675879027,Strong stock
28.1,Weak stock,1,Strong stock
28.200000000000003,Strong stock,1.5223518795905577,Strong stock
28.200000000000003,Weak stock,1,Strong stock
28.3,Strong stock,1.5206457122088208,Strong stock
28.3,Weak stock,1,Strong stock
28.400000000000002,Strong stock,1.518944747049139,Strong stock
28.400000000000002,Weak stock,1,Strong stock
28.5,Strong stock,1.517248965816567,Strong stock
28.5,Weak stock,1,Strong stock
28.6,Strong stock,1.5155583503140901,Strong stock
28.6,Weak stock,1,Strong stock
28.700000000000003,Strong stock,1.5138728824419552,Strong stock
28.700000000000003,Weak stock,1,Strong stock
28.8,Strong stock,1.5121925441970034,Strong stock
28.8,Weak stock,1,Strong stock
28.900000000000002,Strong stock,1.5105173176720106,Strong stock
28.900000000000002,Weak stock,1,Strong stock
29,Strong stock,1.508847185055032,Strong stock
29,Weak stock,1,Strong stock
29.1,Strong stock,1.5071821286287512,Strong stock
29.1,Weak stock,1,Strong stock
29.200000000000003,Strong stock,1.5055221307698354,Strong stock
29.200000000000003,Weak stock,1,Strong stock
29.3,Strong stock,1.5038671739482934,Strong stock
29.3,Weak stock,1,Strong stock
29.400000000000002,Strong stock,1.502217240726841,Strong stock
29.400000000000002,Weak stock,1,Strong stock
29.5,Strong stock,1.5005723137602698,Strong stock
29.5,Weak stock,1,Strong stock
29.6,Strong stock,1.49893237579482,Strong stock
29.6,Weak stock,1,Strong stock
29.700000000000003,Strong stock,1.4972974096675609,Strong stock
29.700000000000003,Weak stock,1,Strong stock
29.8,Strong stock,1.4956673983057713,Strong stock
29.8,Weak stock,1,Strong stock
29.900000000000002,Strong stock,1.4940423247263293,Strong stock
29.900000000000002,Weak stock,1,Strong stock
30,Strong stock,1.492422172035104,Strong stock
30,Weak stock,1,Strong stock
30.1,Strong stock,1.4908069234263523,Strong stock
30.1,Weak stock,1,Strong stock
30.200000000000003,Strong stock,1.4891965621821206,Strong stock
30.200000000000003,Weak stock,1,Strong stock
30.3,Strong stock,1.4875910716716505,Strong stock
30.3,Weak stock,1,Strong stock
30.400000000000002,Strong stock,1.4859904353507885,Strong stock
30.400000000000002,Weak stock,1,Strong stock
30.5,Strong stock,1.4843946367614016,Strong stock
30.5,Weak stock,1,Strong stock
30.6,Strong stock,1.4828036595307963,Strong stock
30.6,Weak stock,1,Strong stock
30.700000000000003,Strong stock,1.481217487371141,Strong stock
30.700000000000003,Weak stock,1,Strong stock
30.8,Strong stock,1.4796361040788943,Strong stock
30.8,Weak stock,1,Strong stock
30.900000000000002,Strong stock,1.478059493534237,Strong stock
30.900000000000002,Weak stock,1,Strong stock
31,Strong stock,1.4764876397005078,Strong stock
31,Weak stock,1,Strong stock
31.1,Strong stock,1.474920526623643,Strong stock
31.1,Weak stock,1,Strong stock
31.200000000000003,Strong stock,1.4733581384316219,Strong stock
31.200000000000003,Weak stock,1,Strong stock
31.3,Strong stock,1.4718004593339145,Strong stock
31.3,Weak stock,1,Strong stock
31.400000000000002,Strong stock,1.4702474736209339,Strong stock
31.400000000000002,Weak stock,1,Strong stock
31.5,Strong stock,1.4686991656634931,Strong stock
31.5,Weak stock,1,Strong stock
31.6,Strong stock,1.467155519912265,Strong stock
31.6,Weak stock,1,Strong stock
31.700000000000003,Strong stock,1.4656165208972471,Strong stock
31.700000000000003,Weak stock,1,Strong stock
31.8,Strong stock,1.4640821532272301,Strong stock
31.8,Weak stock,1,Strong stock
31.900000000000002,Strong stock,1.462552401589269,Strong stock
31.900000000000002,Weak stock,1,Strong stock
32,Strong stock,1.4610272507481603,Strong stock
32,Weak stock,1,Strong stock
32.1,Strong stock,1.459506685545921,Strong stock
32.1,Weak stock,1,Strong stock
32.2,Strong stock,1.4579906909012719,Strong stock
32.2,Weak stock,1,Strong stock
32.300000000000004,Strong stock,1.4564792518091267,Strong stock
32.300000000000004,Weak stock,1,Strong stock
32.4,Strong stock,1.454972353340081,Strong stock
32.4,Weak stock,1,Strong stock
32.5,Strong stock,1.4534699806399074,Strong stock
32.5,Weak stock,1,Strong stock
32.6,Strong stock,1.4519721189290553,Strong stock
32.6,Weak stock,1,Strong stock
32.7,Strong stock,1.450478753502151,Strong stock
32.7,Weak stock,1,Strong stock
32.800000000000004,Strong stock,1.4489898697275045,Strong stock
32.800000000000004,Weak stock,1,Strong stock
32.9,Strong stock,1.4475054530466178,Strong stock
32.9,Weak stock,1,Strong stock
33,Strong stock,1.446025488973698,Strong stock
33,Weak stock,1,Strong stock
33.1,Strong stock,1.4445499630951735,Strong stock
33.1,Weak stock,1,Strong stock
33.2,Strong stock,1.4430788610692131,Strong stock
33.2,Weak stock,1,Strong stock
33.300000000000004,Strong stock,1.4416121686252492,Strong stock
33.300000000000004,Weak stock,1,Strong stock
33.4,Strong stock,1.440149871563505,Strong stock
33.4,Weak stock,1,Strong stock
33.5,Strong stock,1.4386919557545228,Strong stock
33.5,Weak stock,1,Strong stock
33.6,Strong stock,1.4372384071386979,Strong stock
33.6,Weak stock,1,Strong stock
33.7,Strong stock,1.4357892117258155,Strong stock
33.7,Weak stock,1,Strong stock
33.800000000000004,Strong stock,1.4343443555945903,Strong stock
33.800000000000004,Weak stock,1,Strong stock
33.9,Strong stock,1.432903824892208,Strong stock
33.9,Weak stock,1,Strong stock
34,Strong stock,1.4314676058338736,Strong stock
34,Weak stock,1,Strong stock
34.1,Strong stock,1.4300356847023596,Strong stock
34.1,Weak stock,1,Strong stock
34.2,Strong stock,1.4286080478475596,Strong stock
34.2,Weak stock,1,Strong stock
34.300000000000004,Strong stock,1.4271846816860427,Strong stock
34.300000000000004,Weak stock,1,Strong stock
34.4,Strong stock,1.4257655727006133,Strong stock
34.4,Weak stock,1,Strong stock
34.5,Strong stock,1.4243507074398731,Strong stock
34.5,Weak stock,1,Strong stock
34.6,Strong stock,1.422940072517786,Strong stock
34.6,Weak stock,1,Strong stock
34.7,Strong stock,1.421533654613246,Strong stock
34.7,Weak stock,1,Strong stock
34.800000000000004,Strong stock,1.4201314404696488,Strong stock
34.800000000000004,Weak stock,1,Strong stock
34.9,Strong stock,1.4187334168944654,Strong stock
34.9,Weak stock,1,Strong stock
35,Strong stock,1.4173395707588201,Strong stock
35,Weak stock,1,Strong stock
35.1,Strong stock,1.4159498889970694,Strong stock
35.1,Weak stock,1,Strong stock
35.2,Strong stock,1.4145643586063859,Strong stock
35.2,Weak stock,1,Strong stock
35.300000000000004,Strong stock,1.4131829666463436,Strong stock
35.300000000000004,Weak stock,1,Strong stock
35.4,Strong stock,1.4118057002385074,Strong stock
35.4,Weak stock,1,Strong stock
35.5,Strong stock,1.4104325465660235,Strong stock
35.5,Weak stock,1,Strong stock
35.6,Strong stock,1.4090634928732155,Strong stock
35.6,Weak stock,1,Strong stock
35.7,Strong stock,1.40769852646518,Strong stock
35.7,Weak stock,1,Strong stock
35.800000000000004,Strong stock,1.4063376347073877,Strong stock
35.800000000000004,Weak stock,1,Strong stock
35.9,Strong stock,1.404980805025286,Strong stock
35.9,Weak stock,1,Strong stock
36,Strong stock,1.4036280249039048,Strong stock
36,Weak stock,1,Strong stock
36.1,Strong stock,1.4022792818874632,Strong stock
36.1,Weak stock,1,Strong stock
36.2,Strong stock,1.4009345635789832,Strong stock
36.2,Weak stock,1,Strong stock
36.300000000000004,Strong stock,1.3995938576399003,Strong stock
36.300000000000004,Weak stock,1,Strong stock
36.4,Strong stock,1.3982571517896825,Strong stock
36.4,Weak stock,1,Strong stock
36.5,Strong stock,1.396924433805447,Strong stock
36.5,Weak stock,1,Strong stock
36.6,Strong stock,1.3955956915215832,Strong stock
36.6,Weak stock,1,Strong stock
36.7,Strong stock,1.3942709128293764,Strong stock
36.7,Weak stock,1,Strong stock
36.800000000000004,Strong stock,1.3929500856766337,Strong stock
36.800000000000004,Weak stock,1,Strong stock
36.9,Strong stock,1.3916331980673147,Strong stock
36.9,Weak stock,1,Strong stock
37,Strong stock,1.3903202380611617,Strong stock
37,Weak stock,1,Strong stock
37.1,Strong stock,1.3890111937733347,Strong stock
37.1,Weak stock,1,Strong stock
37.2,Strong stock,1.3877060533740488,Strong stock
37.2,Weak stock,1,Strong stock
37.300000000000004,Strong stock,1.3864048050882118,Strong stock
37.300000000000004,Weak stock,1,Strong stock
37.4,Strong stock,1.3851074371950676,Strong stock
37.4,Weak stock,1,Strong stock
37.5,Strong stock,1.3838139380278383,Strong stock
37.5,Weak stock,1,Strong stock
37.6,Strong stock,1.3825242959733726,Strong stock
37.6,Weak stock,1,Strong stock
37.7,Strong stock,1.381238499471794,Strong stock
37.7,Weak stock,1,Strong stock
37.800000000000004,Strong stock,1.379956537016151,Strong stock
37.800000000000004,Weak stock,1,Strong stock
37.9,Strong stock,1.3786783971520729,Strong stock
37.9,Weak stock,1,Strong stock
38,Strong stock,1.3774040684774231,Strong stock
38,Weak stock,1,Strong stock
38.1,Strong stock,1.3761335396419598,Strong stock
38.1,Weak stock,1,Strong stock
38.2,Strong stock,1.3748667993469947,Strong stock
38.2,Weak stock,1,Strong stock
38.300000000000004,Strong stock,1.3736038363450567,Strong stock
38.300000000000004,Weak stock,1,Strong stock
38.400000000000006,Strong stock,1.372344639439557,Strong stock
38.400000000000006,Weak stock,1,Strong stock
38.5,Strong stock,1.3710891974844566,Strong stock
38.5,Weak stock,1,Strong stock
38.6,Strong stock,1.369837499383935,Strong stock
38.6,Weak stock,1,Strong stock
38.7,Strong stock,1.368589534092064,Strong stock
38.7,Weak stock,1,Strong stock
38.800000000000004,Strong stock,1.367345290612477,Strong stock
38.800000000000004,Weak stock,1,Strong stock
38.900000000000006,Strong stock,1.36610475799805,Strong stock
38.900000000000006,Weak stock,1,Strong stock
39,Strong stock,1.3648679253505789,Strong stock
39,Weak stock,1,Strong stock
39.1,Strong stock,1.363634781820458,Strong stock
39.1,Weak stock,1,Strong stock
39.2,Strong stock,1.3624053166063643,Strong stock
39.2,Weak stock,1,Strong stock
39.300000000000004,Strong stock,1.3611795189549423,Strong stock
39.300000000000004,Weak stock,1,Strong stock
39.400000000000006,Strong stock,1.3599573781604894,Strong stock
39.400000000000006,Weak stock,1,Strong stock
39.5,Strong stock,1.358738883564646,Strong stock
39.5,Weak stock,1,Strong stock
39.6,Strong stock,1.3575240245560853,Strong stock
39.6,Weak stock,1,Strong stock
39.7,Strong stock,1.3563127905702075,Strong stock
39.7,Weak stock,1,Strong stock
39.800000000000004,Strong stock,1.355105171088834,Strong stock
39.800000000000004,Weak stock,1,Strong stock
39.900000000000006,Strong stock,1.3539011556399043,Strong stock
39.900000000000006,Weak stock,1,Strong stock
40,Strong stock,1.3527007337971761,Strong stock
40,Weak stock,1,Strong stock
40.1,Strong stock,1.3515038951799248,Strong stock
40.1,Weak stock,1,Strong stock
40.2,Strong stock,1.350310629452647,Strong stock
40.2,Weak stock,1,Strong stock
40.300000000000004,Strong stock,1.3491209263247665,Strong stock
40.300000000000004,Weak stock,1,Strong stock
40.400000000000006,Strong stock,1.34793477555034,Strong stock
40.400000000000006,Weak stock,1,Strong stock
40.5,Strong stock,1.3467521669277653,Strong stock
40.5,Weak stock,1,Strong stock
40.6,Strong stock,1.3455730902994945,Strong stock
40.6,Weak stock,1,Strong stock
40.7,Strong stock,1.3443975355517435,Strong stock
40.7,Weak stock,1,Strong stock
40.800000000000004,Strong stock,1.3432254926142093,Strong stock
40.800000000000004,Weak stock,1,Strong stock
40.900000000000006,Strong stock,1.3420569514597842,Strong stock
40.900000000000006,Weak stock,1,Strong stock
41,Strong stock,1.3408919021042756,Strong stock
41,Weak stock,1,Strong stock
41.1,Strong stock,1.339730334606125,Strong stock
41.1,Weak stock,1,Strong stock
41.2,Strong stock,1.3385722390661303,Strong stock
41.2,Weak stock,1,Strong stock
41.300000000000004,Strong stock,1.3374176056271703,Strong stock
41.300000000000004,Weak stock,1,Strong stock
41.400000000000006,Strong stock,1.3362664244739288,Strong stock
41.400000000000006,Weak stock,1,Strong stock
41.5,Strong stock,1.3351186858326232,Strong stock
41.5,Weak stock,1,Strong stock
41.6,Strong stock,1.3339743799707324,Strong stock
41.6,Weak stock,1,Strong stock
41.7,Strong stock,1.3328334971967288,Strong stock
41.7,Weak stock,1,Strong stock
41.800000000000004,Strong stock,1.3316960278598104,Strong stock
41.800000000000004,Weak stock,1,Strong stock
41.900000000000006,Strong stock,1.3305619623496354,Strong stock
41.900000000000006,Weak stock,1,Strong stock
42,Strong stock,1.3294312910960582,Strong stock
42,Weak stock,1,Strong stock
42.1,Strong stock,1.328304004568866,Strong stock
42.1,Weak stock,1,Strong stock
42.2,Strong stock,1.3271800932775215,Strong stock
42.2,Weak stock,1,Strong stock
42.300000000000004,Strong stock,1.3260595477709003,Strong stock
42.300000000000004,Weak stock,1,Strong stock
42.400000000000006,Strong stock,1.3249423586370368,Strong stock
42.400000000000006,Weak stock,1,Strong stock
42.5,Strong stock,1.323828516502867,Strong stock
42.5,Weak stock,1,Strong stock
42.6,Strong stock,1.322718012033975,Strong stock
42.6,Weak stock,1,Strong stock
42.7,Strong stock,1.3216108359343417,Strong stock
42.7,Weak stock,1,Strong stock
42.800000000000004,Strong stock,1.3205069789460937,Strong stock
42.800000000000004,Weak stock,1,Strong stock
42.900000000000006,Strong stock,1.3194064318492542,Strong stock
42.900000000000006,Weak stock,1,Strong stock
43,Strong stock,1.3183091854614961,Strong stock
43,Weak stock,1,Strong stock
43.1,Strong stock,1.3172152306378964,Strong stock
43.1,Weak stock,1,Strong stock
43.2,Strong stock,1.3161245582706913,Strong stock
43.2,Weak stock,1,Strong stock
43.300000000000004,Strong stock,1.315037159289035,Strong stock
43.300000000000004,Weak stock,1,Strong stock
43.400000000000006,Strong stock,1.3139530246587585,Strong stock
43.400000000000006,Weak stock,1,Strong stock
43.5,Strong stock,1.3128721453821288,Strong stock
43.5,Weak stock,1,Strong stock
43.6,Strong stock,1.3117945124976125,Strong stock
43.6,Weak stock,1,Strong stock
43.7,Strong stock,1.3107201170796396,Strong stock
43.7,Weak stock,1,Strong stock
43.800000000000004,Strong stock,1.3096489502383675,Strong stock
43.800000000000004,Weak stock,1,Strong stock
43.900000000000006,Strong stock,1.308581003119449,Strong stock
43.900000000000006,Weak stock,1,Strong stock
44,Strong stock,1.3075162669037999,Strong stock
44,Weak stock,1,Strong stock
44.1,Strong stock,1.3064547328073683,Strong stock
44.1,Weak stock,1,Strong stock
44.2,Strong stock,1.305396392080908,Strong stock
44.2,Weak stock,1,Strong stock
44.300000000000004,Strong stock,1.3043412360097475,Strong stock
44.300000000000004,Weak stock,1,Strong stock
44.400000000000006,Strong stock,1.3032892559135674,Strong stock
44.400000000000006,Weak stock,1,Strong stock
44.5,Strong stock,1.3022404431461752,Strong stock
44.5,Weak stock,1,Strong stock
44.6,Strong stock,1.301194789095281,Strong stock
44.6,Weak stock,1,Strong stock
44.7,Strong stock,1.3001522851822778,Strong stock
44.7,Weak stock,1,Strong stock
44.800000000000004,Strong stock,1.29911292286202,Strong stock
44.800000000000004,Weak stock,1,Strong stock
44.900000000000006,Strong stock,1.2980766936226062,Strong stock
44.900000000000006,Weak stock,1,Strong stock
45,Strong stock,1.2970435889851606,Strong stock
45,Weak stock,1,Strong stock
45.1,Strong stock,1.2960136005036174,Strong stock
45.1,Weak stock,1,Strong stock
45.2,Strong stock,1.294986719764507,Strong stock
45.2,Weak stock,1,Strong stock
45.300000000000004,Strong stock,1.2939629383867424,Strong stock
45.300000000000004,Weak stock,1,Strong stock
45.400000000000006,Strong stock,1.2929422480214072,Strong stock
45.400000000000006,Weak stock,1,Strong stock
45.5,Strong stock,1.2919246403515463,Strong stock
45.5,Weak stock,1,Strong stock
45.6,Strong stock,1.2909101070919553,Strong stock
45.6,Weak stock,1,Strong stock
45.7,Strong stock,1.2898986399889747,Strong stock
45.7,Weak stock,1,Strong stock
45.800000000000004,Strong stock,1.2888902308202814,Strong stock
45.800000000000004,Weak stock,1,Strong stock
45.900000000000006,Strong stock,1.2878848713946862,Strong stock
45.900000000000006,Weak stock,1,Strong stock
46,Strong stock,1.2868825535519277,Strong stock
46,Weak stock,1,Strong stock
46.1,Strong stock,1.2858832691624713,Strong stock
46.1,Weak stock,1,Strong stock
46.2,Strong stock,1.284887010127308,Strong stock
46.2,Weak stock,1,Strong stock
46.300000000000004,Strong stock,1.2838937683777543,Strong stock
46.300000000000004,Weak stock,1,Strong stock
46.400000000000006,Strong stock,1.282903535875254,Strong stock
46.400000000000006,Weak stock,1,Strong stock
46.5,Strong stock,1.2819163046111808,Strong stock
46.5,Weak stock,1,Strong stock
46.6,Strong stock,1.2809320666066417,Strong stock
46.6,Weak stock,1,Strong stock
46.7,Strong stock,1.2799508139122837,Strong stock
46.7,Weak stock,1,Strong stock
46.800000000000004,Strong stock,1.2789725386080997,Strong stock
46.800000000000004,Weak stock,1,Strong stock
46.900000000000006,Strong stock,1.2779972328032354,Strong stock
46.900000000000006,Weak stock,1,Strong stock
47,Strong stock,1.2770248886357998,Strong stock
47,Weak stock,1,Strong stock
47.1,Strong stock,1.2760554982726744,Strong stock
47.1,Weak stock,1,Strong stock
47.2,Strong stock,1.2750890539093256,Strong stock
47.2,Weak stock,1,Strong stock
47.300000000000004,Strong stock,1.2741255477696163,Strong stock
47.300000000000004,Weak stock,1,Strong stock
47.400000000000006,Strong stock,1.2731649721056206,Strong stock
47.400000000000006,Weak stock,1,Strong stock
47.5,Strong stock,1.2722073191974392,Strong stock
47.5,Weak stock,1,Strong stock
47.6,Strong stock,1.2712525813530144,Strong stock
47.6,Weak stock,1,Strong stock
47.7,Strong stock,1.270300750907949,Strong stock
47.7,Weak stock,1,Strong stock
47.800000000000004,Strong stock,1.2693518202253236,Strong stock
47.800000000000004,Weak stock,1,Strong stock
47.900000000000006,Strong stock,1.2684057816955179,Strong stock
47.900000000000006,Weak stock,1,Strong stock
48,Strong stock,1.2674626277360308,Strong stock
48,Weak stock,1,Strong stock
48.1,Strong stock,1.2665223507913026,Strong stock
48.1,Weak stock,1,Strong stock
48.2,Strong stock,1.2655849433325381,Strong stock
48.2,Weak stock,1,Strong stock
48.300000000000004,Strong stock,1.2646503978575319,Strong stock
48.300000000000004,Weak stock,1,Strong stock
48.400000000000006,Strong stock,1.263718706890493,Strong stock
48.400000000000006,Weak stock,1,Strong stock
48.5,Strong stock,1.2627898629818721,Strong stock
48.5,Weak stock,1,Strong stock
48.6,Strong stock,1.2618638587081892,Strong stock
48.6,Weak stock,1,Strong stock
48.7,Strong stock,1.2609406866718627,Strong stock
48.7,Weak stock,1,Strong stock
48.800000000000004,Strong stock,1.2600203395010392,Strong stock
48.800000000000004,Weak stock,1,Strong stock
48.900000000000006,Strong stock,1.2591028098494246,Strong stock
48.900000000000006,Weak stock,1,Strong stock
49,Strong stock,1.2581880903961173,Strong stock
49,Weak stock,1,Strong stock
49.1,Strong stock,1.2572761738454437,Strong stock
49.1,Weak stock,1,Strong stock
49.2,Strong stock,1.2563670529267823,Strong stock
49.2,Weak stock,1,Strong stock
49.300000000000004,Strong stock,1.2554607203944088,Strong stock
49.300000000000004,Weak stock,1,Strong stock
49.400000000000006,Strong stock,1.254557169027333,Strong stock
49.400000000000006,Weak stock,1,Strong stock
49.5,Strong stock,1.253656391629133,Strong stock
49.5,Weak stock,1,Strong stock
49.6,Strong stock,1.2527583810277945,Strong stock
49.6,Weak stock,1,Strong stock
49.7,Strong stock,1.2518631300755507,Strong stock
49.7,Weak stock,1,Strong stock
49.800000000000004,Strong stock,1.2509706316487232,Strong stock
49.800000000000004,Weak stock,1,Strong stock
49.900000000000006,Strong stock,1.2500808786475641,Strong stock
49.900000000000006,Weak stock,1,Strong stock
50,Strong stock,1.249193863996098,Strong stock
50,Weak stock,1,Strong stock
50.1,Strong stock,1.2483095806419668,Strong stock
50.1,Weak stock,1,Strong stock
50.2,Strong stock,1.2474280215562736,Strong stock
50.2,Weak stock,1,Strong stock
50.300000000000004,Strong stock,1.2465491797334298,Strong stock
50.300000000000004,Weak stock,1,Strong stock
50.400000000000006,Strong stock,1.2456730481910014,Strong stock
50.400000000000006,Weak stock,1,Strong stock
50.5,Strong stock,1.244799619969557,Strong stock
50.5,Weak stock,1,Strong stock
50.6,Strong stock,1.243928888132516,Strong stock
50.6,Weak stock,1,Strong stock
50.7,Strong stock,1.2430608457660002,Strong stock
50.7,Weak stock,1,Strong stock
50.800000000000004,Strong stock,1.242195485978683,Strong stock
50.800000000000004,Weak stock,1,Strong stock
50.900000000000006,Strong stock,1.241332801901643,Strong stock
50.900000000000006,Weak stock,1,Strong stock
51,Strong stock,1.2404727866882146,Strong stock
51,Weak stock,1,Strong stock
51.1,Strong stock,1.2396154335138443,Strong stock
51.1,Weak stock,1,Strong stock
51.2,Strong stock,1.2387607355759438,Strong stock
51.2,Weak stock,1,Strong stock
51.300000000000004,Strong stock,1.2379086860937467,Strong stock
51.300000000000004,Weak stock,1,Strong stock
51.400000000000006,Strong stock,1.2370592783081642,Strong stock
51.400000000000006,Weak stock,1,Strong stock
51.5,Strong stock,1.2362125054816444,Strong stock
51.5,Weak stock,1,Strong stock
51.6,Strong stock,1.2353683608980293,Strong stock
51.6,Weak stock,1,Strong stock
51.7,Strong stock,1.2345268378624146,Strong stock
51.7,Weak stock,1,Strong stock
51.800000000000004,Strong stock,1.2336879297010122,Strong stock
51.800000000000004,Weak stock,1,Strong stock
51.900000000000006,Strong stock,1.2328516297610081,Strong stock
51.900000000000006,Weak stock,1,Strong stock
52,Strong stock,1.2320179314104285,Strong stock
52,Weak stock,1,Strong stock
52.1,Strong stock,1.2311868280379998,Strong stock
52.1,Weak stock,1,Strong stock
52.2,Strong stock,1.230358313053015,Strong stock
52.2,Weak stock,1,Strong stock
52.300000000000004,Strong stock,1.229532379885198,Strong stock
52.300000000000004,Weak stock,1,Strong stock
52.400000000000006,Strong stock,1.2287090219845695,Strong stock
52.400000000000006,Weak stock,1,Strong stock
52.5,Strong stock,1.227888232821314,Strong stock
52.5,Weak stock,1,Strong stock
52.6,Strong stock,1.2270700058856479,Strong stock
52.6,Weak stock,1,Strong stock
52.7,Strong stock,1.2262543346876875,Strong stock
52.7,Weak stock,1,Strong stock
52.800000000000004,Strong stock,1.2254412127573195,Strong stock
52.800000000000004,Weak stock,1,Strong stock
52.900000000000006,Strong stock,1.2246306336440702,Strong stock
52.900000000000006,Weak stock,1,Strong stock
53,Strong stock,1.2238225909169784,Strong stock
53,Weak stock,1,Strong stock
53.1,Strong stock,1.2230170781644663,Strong stock
53.1,Weak stock,1,Strong stock
53.2,Strong stock,1.2222140889942128,Strong stock
53.2,Weak stock,1,Strong stock
53.300000000000004,Strong stock,1.2214136170330283,Strong stock
53.300000000000004,Weak stock,1,Strong stock
53.400000000000006,Strong stock,1.2206156559267285,Strong stock
53.400000000000006,Weak stock,1,Strong stock
53.5,Strong stock,1.2198201993400102,Strong stock
53.5,Weak stock,1,Strong stock
53.6,Strong stock,1.219027240956328,Strong stock
53.6,Weak stock,1,Strong stock
53.7,Strong stock,1.2182367744777722,Strong stock
53.7,Weak stock,1,Strong stock
53.800000000000004,Strong stock,1.2174487936249456,Strong stock
53.800000000000004,Weak stock,1,Strong stock
53.900000000000006,Strong stock,1.2166632921368439,Strong stock
53.900000000000006,Weak stock,1,Strong stock
54,Strong stock,1.2158802637707344,Strong stock
54,Weak stock,1,Strong stock
54.1,Strong stock,1.2150997023020378,Strong stock
54.1,Weak stock,1,Strong stock
54.2,Strong stock,1.2143216015242084,Strong stock
54.2,Weak stock,1,Strong stock
54.300000000000004,Strong stock,1.2135459552486179,Strong stock
54.300000000000004,Weak stock,1,Strong stock
54.400000000000006,Strong stock,1.212772757304437,Strong stock
54.400000000000006,Weak stock,1,Strong stock
54.5,Strong stock,1.2120020015385207,Strong stock
54.5,Weak stock,1,Strong stock
54.6,Strong stock,1.211233681815292,Strong stock
54.6,Weak stock,1,Strong stock
54.7,Strong stock,1.2104677920166282,Strong stock
54.7,Weak stock,1,Strong stock
54.800000000000004,Strong stock,1.2097043260417464,Strong stock
54.800000000000004,Weak stock,1,Strong stock
54.900000000000006,Strong stock,1.208943277807092,Strong stock
54.900000000000006,Weak stock,1,Strong stock
55,Strong stock,1.2081846412462252,Strong stock
55,Weak stock,1,Strong stock
55.1,Strong stock,1.20742841030971,Strong stock
55.1,Weak stock,1,Strong stock
55.2,Strong stock,1.2066745789650046,Strong stock
55.2,Weak stock,1,Strong stock
55.300000000000004,Strong stock,1.2059231411963514,Strong stock
55.300000000000004,Weak stock,1,Strong stock
55.400000000000006,Strong stock,1.2051740910046667,Strong stock
55.400000000000006,Weak stock,1,Strong stock
55.5,Strong stock,1.2044274224074345,Strong stock
55.5,Weak stock,1,Strong stock
55.6,Strong stock,1.2036831294385975,Strong stock
55.6,Weak stock,1,Strong stock
55.7,Strong stock,1.2029412061484517,Strong stock
55.7,Weak stock,1,Strong stock
55.800000000000004,Strong stock,1.2022016466035392,Strong stock
55.800000000000004,Weak stock,1,Strong stock
55.900000000000006,Strong stock,1.2014644448865448,Strong stock
55.900000000000006,Weak stock,1,Strong stock
56,Strong stock,1.2007295950961898,Strong stock
56,Weak stock,1,Strong stock
56.1,Strong stock,1.1999970913471294,Strong stock
56.1,Weak stock,1,Strong stock
56.2,Strong stock,1.1992669277698496,Strong stock
56.2,Weak stock,1,Strong stock
56.300000000000004,Strong stock,1.198539098510565,Strong stock
56.300000000000004,Weak stock,1,Strong stock
56.400000000000006,Strong stock,1.197813597731118,Strong stock
56.400000000000006,Weak stock,1,Strong stock
56.5,Strong stock,1.1970904196088765,Strong stock
56.5,Weak stock,1,Strong stock
56.6,Strong stock,1.1963695583366363,Strong stock
56.6,Weak stock,1,Strong stock
56.7,Strong stock,1.1956510081225193,Strong stock
56.7,Weak stock,1,Strong stock
56.800000000000004,Strong stock,1.1949347631898775,Strong stock
56.800000000000004,Weak stock,1,Strong stock
56.900000000000006,Strong stock,1.1942208177771931,Strong stock
56.900000000000006,Weak stock,1,Strong stock
57,Strong stock,1.1935091661379833,Strong stock
57,Weak stock,1,Strong stock
57.1,Strong stock,1.192799802540702,Strong stock
57.1,Weak stock,1,Strong stock
57.2,Strong stock,1.1920927212686458,Strong stock
57.2,Weak stock,1,Strong stock
57.300000000000004,Strong stock,1.1913879166198587,Strong stock
57.300000000000004,Weak stock,1,Strong stock
57.400000000000006,Strong stock,1.190685382907037,Strong stock
