time,stock_catch,catch_size,scenario_label
7,Weak stock,0.03186031181854198,None
7.1000000000000005,Strong stock,0.06415895758436915,None
7.1000000000000005,Weak stock,0.03207482167744071,None
7.2,Strong stock,0.06459087551465648,None
7.2,Weak stock,0.032290714683003714,None
7.300000000000001,Strong stock,0.06502557689070239,None
7.300000000000001,Weak stock,0.03250799866878884,None
7.4,Strong stock,0.06546307752246862,None
7.4,Weak stock,0.03272668151908469,None
7.5,Strong stock,0.06590339331755461,None
7.5,Weak stock,0.032946771167481376,None
7.6000000000000005,Strong stock,0.06634654027866087,None
7.6000000000000005,Weak stock,0.03316827559556006,None
7.7,Strong stock,0.06679253450126413,None
7.7,Weak stock,0.03339120283169076,None
7.800000000000001,Strong stock,0.06724139217148524,None
7.800000000000001,Weak stock,0.03361556094992852,None
7.9,Strong stock,0.06769312956413201,None
7.9,Weak stock,0.03384135806899913,None
8,Strong stock,0.0681477630409009,None
8,Weak stock,0.03406860235136624,None
8.1,Strong stock,0.06860530904872289,None
8.1,Weak stock,0.034297302002372465,None
8.200000000000001,Strong stock,0.06906578411824013,None
8.200000000000001,Weak stock,0.03452746526944757,None
8.3,Strong stock,0.06952920486240116,None
8.3,Weak stock,0.03475910044137771,None
8.4,Strong stock,0.06999558797516353,None
8.4,Weak stock,0.03499221584763,None
8.5,Strong stock,0.07046495023029353,None
8.5,Weak stock,0.03522681985772707,None
8.6,Strong stock,0.07093730848049763,None
8.6,Weak stock,0.03546292088078982,None
8.700000000000001,Strong stock,0.07141267965191257,None
8.700000000000001,Weak stock,0.03570052736274584,None
8.8,Strong stock,0.07189108075222381,None
8.8,Weak stock,0.03593964779039815,None
8.9,Strong stock,0.07237252886832408,None
8.9,Weak stock,0.03618029069022661,None
9,Strong stock,0.07285704115687591,None
9,Weak stock,0.03642246462362285,None
9.1,Strong stock,0.07334463484899913,None
9.1,Weak stock,0.03666617818923656,None
9.200000000000001,Strong stock,0.07383532725197203,None
9.200000000000001,Weak stock,0.036911440023813705,None
9.3,Strong stock,0.07432913574420542,None
9.3,Weak stock,0.0371582587996572,None
9.4,Strong stock,0.07482607777415534,None
9.4,Weak stock,0.03740664322406855,None
9.5,Strong stock,0.07532617086284833,None
9.5,Weak stock,0.03765660204060351,None
9.600000000000001,Strong stock,0.0758294325988199,None
9.600000000000001,Weak stock,0.03790814402652031,None
9.700000000000001,Strong stock,0.07633588064548315,None
9.700000000000001,Weak stock,0.0381612779964647,None
9.8,Strong stock,0.07684553273927774,None
9.8,Weak stock,0.038416012801528725,None
9.9,Strong stock,0.0773584066809141,None
9.9,Weak stock,0.038672357324848194,None
10,Strong stock,0.07787452034002779,None
10,Weak stock,0.03893032048392943,None
10.100000000000001,Strong stock,0.07839389165709774,None
10.100000000000001,Weak stock,0.03918991123160005,None
10.200000000000001,Strong stock,0.07891653863875146,None
10.200000000000001,Weak stock,0.03945113855364732,None
10.3,Strong stock,0.07944247935684949,None
10.3,Weak stock,0.03971401146835125,None
10.4,Strong stock,0.0799717319511017,None
10.4,Weak stock,0.03997853902778762,None
10.5,Strong stock,0.08050431462420668,None
10.5,Weak stock,0.040244730315385946,None
10.600000000000001,Strong stock,0.08104024564924366,None
10.600000000000001,Weak stock,0.04051259444962352,None
10.700000000000001,Strong stock,0.08157954336796819,None
10.700000000000001,Weak stock,0.04078214058316395,None
10.8,Strong stock,0.08212222618223174,None
10.8,Weak stock,0.041053377898554004,None
10.9,Strong stock,0.08266831255861222,None
10.9,Weak stock,0.04132631561053659,None
11,Strong stock,0.08321782103038902,None
11,Weak stock,0.041600962967032494,None
11.100000000000001,Strong stock,0.08377077019290748,None
11.100000000000001,Weak stock,0.041877329246814275,None
11.200000000000001,Strong stock,0.08432717870267965,None
11.200000000000001,Weak stock,0.04215542375905079,None
11.3,Strong stock,0.08488706528000572,None
11.3,Weak stock,0.042435255844613474,None
11.4,Strong stock,0.08545044870411667,None
11.4,Weak stock,0.04271683487364076,None
11.5,Strong stock,0.08601734782056596,None
11.5,Weak stock,0.04300017024923073,None
11.600000000000001,Strong stock,0.08658778153952203,None
11.600000000000001,Weak stock,0.043285271406581234,None
11.700000000000001,Strong stock,0.08716176882715525,None
11.700000000000001,Weak stock,0.04357214780867626,None
11.8,Strong stock,0.08773932871022941,None
11.8,Weak stock,0.04386080894857862,None
11.9,Strong stock,0.08832048027805163,None
11.9,Weak stock,0.04415126435040007,None
12,Strong stock,0.08890524267778083,None
12,Weak stock,0.0444435235669504,None
12.100000000000001,Strong stock,0.08949363511347204,None
12.100000000000001,Weak stock,0.04473759617925517,None
12.200000000000001,Strong stock,0.09008567684865022,None
12.200000000000001,Weak stock,0.045033491797838436,None
12.3,Strong stock,0.09068138720137539,None
12.3,Weak stock,0.04533122006025094,None
12.4,Strong stock,0.09128078555159609,None
12.4,Weak stock,0.04563079063474264,None
12.5,Strong stock,0.09188389133936925,None
12.5,Weak stock,0.045932213219368086,None
12.600000000000001,Strong stock,0.09249072405613859,None
12.600000000000001,Weak stock,0.04623549753762164,None
12.700000000000001,Strong stock,0.09310130324949187,None
12.700000000000001,Weak stock,0.046540653340812095,None
12.8,Strong stock,0.0937156485225453,None
12.8,Weak stock,0.0468476904077509,None
12.9,Strong stock,0.09433377953296643,None
12.9,Weak stock,0.047156618544259614,None
13,Strong stock,0.09495571599238156,None
13,Weak stock,0.04746744758286963,None
13.100000000000001,Strong stock,0.09558147766577108,None
13.100000000000001,Weak stock,0.04778018738251602,None
13.200000000000001,Strong stock,0.0962110843708526,None
13.200000000000001,Weak stock,0.048094847828225235,None
13.3,Strong stock,0.09684455597745155,None
13.3,Weak stock,0.04841143883079652,None
13.4,Strong stock,0.09748191240685902,None
13.4,Weak stock,0.04872997032647711,None
13.5,Strong stock,0.09812317363117669,None
13.5,Weak stock,0.04905045227663076,None
13.600000000000001,Strong stock,0.09876835967264823,None
13.600000000000001,Weak stock,0.049372894667399865,None
13.700000000000001,Strong stock,0.09941749060297742,None
13.700000000000001,Weak stock,0.049697307509360585,None
13.8,Strong stock,0.10007058654263251,None
13.8,Weak stock,0.05002370083717135,None
13.9,Strong stock,0.1007276676601367,None
13.9,Weak stock,0.05035208470921428,None
14,Strong stock,0.10138875417134388,None
14,Weak stock,0.050682469207229415,None
14.100000000000001,Strong stock,0.10205386633870074,None
14.100000000000001,Weak stock,0.05101486443594189,None
14.200000000000001,Strong stock,0.10272302447049367,None
14.200000000000001,Weak stock,0.051349280522681694,None
14.3,Strong stock,0.10339624892008108,None
14.3,Weak stock,0.05168572761699607,None
14.4,Strong stock,0.10407356008511057,None
14.4,Weak stock,0.052024215890254334,None
14.5,Strong stock,0.10475497840672084,None
14.5,Weak stock,0.05236475553524502,None
14.600000000000001,Strong stock,0.1054405243687283,None
14.600000000000001,Weak stock,0.05270735676576546,None
14.700000000000001,Strong stock,0.10613021849679775,None
14.700000000000001,Weak stock,0.05305202981620323,None
14.8,Strong stock,0.10682408135759758,None
14.8,Weak stock,0.05339878494111003,None
14.9,Strong stock,0.10752213355793848,None
14.9,Weak stock,0.053747632414767196,None
15,Strong stock,0.10822439574389645,None
15,Weak stock,0.05409858253074331,None
15.100000000000001,Strong stock,0.10893088859991884,None
15.100000000000001,Weak stock,0.054451645601443416,None
15.200000000000001,Strong stock,0.1096416328479143,None
15.200000000000001,Weak stock,0.054806831957650085,None
15.3,Strong stock,0.11035664924632556,None
15.3,Weak stock,0.055164151948055934,None
15.4,Strong stock,0.11107595858918547,None
15.4,Weak stock,0.05552361593878766,None
15.5,Strong stock,0.1117995817051557,None
15.5,Weak stock,0.055885234312921556,None
15.600000000000001,Strong stock,0.1125275394565483,None
15.600000000000001,Weak stock,0.05624901746999024,None
15.700000000000001,Strong stock,0.11325985273832953,None
15.700000000000001,Weak stock,0.056614975825480654,None
15.8,Strong stock,0.11399654247710624,None
15.8,Weak stock,0.05698311981032316,None
15.9,Strong stock,0.1147376296300941,None
15.9,Weak stock,0.0573534598703717,None
16,Strong stock,0.115483135184068,None
16,Weak stock,0.057726006465874946,None
16.1,Strong stock,0.1162330801542942,None
16.1,Weak stock,0.05810077007093819,None
16.2,Strong stock,0.11698748558344389,None
16.2,Weak stock,0.058477761172976137,None
16.3,Strong stock,0.11774637254048839,None
16.3,Weak stock,0.05885699027215633,None
16.400000000000002,Strong stock,0.1185097621195754,None
16.400000000000002,Weak stock,0.0592384678808331,None
16.5,Strong stock,0.11927767543888661,None
16.5,Weak stock,0.05962220452297214,None
16.6,Strong stock,0.12005013363947589,None
16.6,Weak stock,0.06000821073356553,None
16.7,Strong stock,0.12082715788408843,None
16.7,Weak stock,0.060396497058036874,None
16.8,Strong stock,0.12160876935596031,None
16.8,Weak stock,0.06078707405163701,None
16.900000000000002,Strong stock,0.12239498925759845,None
16.900000000000002,Weak stock,0.06117995227882955,None
17,Strong stock,0.12318583880954104,None
17,Weak stock,0.06157514231266679,None
17.1,Strong stock,0.12398133924909763,None
17.1,Weak stock,0.061972654734155516,None
17.2,Strong stock,0.12478151182906938,None
17.2,Weak stock,0.06237250013161255,None
17.3,Strong stock,0.1255863778164489,None
17.3,Weak stock,0.06277468910001047,None
17.400000000000002,Strong stock,0.12639595849109966,None
17.400000000000002,Weak stock,0.06317923224031269,None
17.5,Strong stock,0.12721027514441485,None
17.5,Weak stock,0.06358614015879853,None
17.6,Strong stock,0.12802934907795543,None
17.6,Weak stock,0.06399542346637775,None
17.7,Strong stock,0.12885320160206687,None
17.7,Weak stock,0.06440709277789437,None
17.8,Strong stock,0.1296818540344757,None
17.8,Weak stock,0.06482115871142036,None
17.900000000000002,Strong stock,0.13051532769886365,None
17.900000000000002,Weak stock,0.06523763188753816,None
18,Strong stock,0.13135364392342122,None
18,Weak stock,0.06565652292861279,None
18.1,Strong stock,0.13219682403937913,None
18.1,Weak stock,0.06607784245805312,None
18.2,Strong stock,0.13304488937951842,None
18.2,Weak stock,0.06650160109956202,None
18.3,Strong stock,0.13389786127665837,None
18.3,Weak stock,0.06692780947637576,None
18.400000000000002,Strong stock,0.13475576106212234,None
18.400000000000002,Weak stock,0.0673564782104921,None
18.5,Strong stock,0.13561861006418138,None
18.5,Weak stock,0.06778761792188748,None
18.6,Strong stock,0.13648642960647603,None
18.6,Weak stock,0.06822123922772298,None
18.7,Strong stock,0.13735924100641442,None
18.7,Weak stock,0.06865735274153871,None
18.8,Strong stock,0.13823706557354892,None
18.8,Weak stock,0.06909596907243715,None
18.900000000000002,Strong stock,0.13911992460792902,None
18.900000000000002,Weak stock,0.06953709882425482,None
19,Strong stock,0.14000783939843192,None
19,Weak stock,0.06998075259472257,None
19.1,Strong stock,0.1409008312210694,None
19.1,Weak stock,0.07042694097461429,None
19.200000000000003,Strong stock,0.14179892133727198,None
19.200000000000003,Weak stock,0.07087567454688373,None
19.3,Strong stock,0.14270213099214898,None
19.3,Weak stock,0.07132696388578989,None
19.400000000000002,Strong stock,0.14361048141272587,None
19.400000000000002,Weak stock,0.0717808195560104,None
19.5,Strong stock,0.144523993806157,None
19.5,Weak stock,0.07223725211174298,None
19.6,Strong stock,0.14544268935791527,None
19.6,Weak stock,0.07269627209579525,None
19.700000000000003,Strong stock,0.1463665892299573,None
19.700000000000003,Weak stock,0.07315789003866219,None
19.8,Strong stock,0.14729571455886467,None
19.8,Weak stock,0.07362211645759152,None
19.900000000000002,Strong stock,0.1482300864539612,None
19.900000000000002,Weak stock,0.0740889618556374,None
20,Strong stock,0.14916972599540507,None
20,Weak stock,0.074558436720701185,None
20.1,Strong stock,0.15011465423225728,None
20.1,Weak stock,0.07503055152456053,None
20.200000000000003,Strong stock,0.15106489218052513,None
20.200000000000003,Weak stock,0.07550531672188589,None
20.3,Strong stock,0.15202046082118073,None
20.3,Weak stock,0.07598274274924449,None
20.400000000000002,Strong stock,0.15298138109815507,None
20.400000000000002,Weak stock,0.07646284002409215,None
20.5,Strong stock,0.15394767391630654,None
20.5,Weak stock,0.07694561894375235,None
20.6,Strong stock,0.15491936013936525,None
20.6,Weak stock,0.07743108988438274,None
20.700000000000003,Strong stock,0.1558964605878511,None
20.700000000000003,Weak stock,0.07791926319992926,None
20.8,Strong stock,0.15687899603697875,None
20.8,Weak stock,0.07841014922107299,None
20.900000000000002,Strong stock,0.1578669872145098,None
20.900000000000002,Weak stock,0.0789037582541509,None
21,Strong stock,0.1588604547985697,None
21,Weak stock,0.07940010058005899,None
21.1,Strong stock,0.15985941941551043,None
21.1,Weak stock,0.07989918645317816,None
21.200000000000003,Strong stock,0.16086390163769346,None
21.200000000000003,Weak stock,0.08040102610026016,None
21.3,Strong stock,0.16187392198124084,None
21.3,Weak stock,0.08090562971929785,None
21.400000000000002,Strong stock,0.16288950090377857,None
21.400000000000002,Weak stock,0.08141300747839117,None
21.5,Strong stock,0.16391065880214967,None
21.5,Weak stock,0.08192316951459835,None
21.6,Strong stock,0.16493741601010106,None
21.6,Weak stock,0.08243612593277373,None
21.700000000000003,Strong stock,0.16596979279594437,None
21.700000000000003,Weak stock,0.08295188680439276,None
21.8,Strong stock,0.16700780936019072,None
21.8,Weak stock,0.08347046216636354,None
21.900000000000002,Strong stock,0.1680514858331585,None
21.900000000000002,Weak stock,0.0839918620198255,None
22,Strong stock,0.16910084227255484,None
22,Weak stock,0.08451609632893425,None
22.1,Strong stock,0.17015589866103129,None
22.1,Weak stock,0.08504317501963397,None
22.200000000000003,Strong stock,0.17121667490371192,None
22.200000000000003,Weak stock,0.08557310797841575,None
22.3,Strong stock,0.17228319082569574,None
22.3,Weak stock,0.08610590505106319,None
22.400000000000002,Strong stock,0.17335546616953207,None
22.400000000000002,Weak stock,0.0866415760413845,None
22.5,Strong stock,0.174433520592669,None
22.5,Weak stock,0.08718013070993091,None
22.6,Strong stock,0.17551737366487583,None
22.6,Weak stock,0.08772157877270234,None
22.700000000000003,Strong stock,0.17660704486563766,None
22.700000000000003,Weak stock,0.08826592989983904,None
22.8,Strong stock,0.17770255358152412,None
22.8,Weak stock,0.08881319371430009,None
22.900000000000002,Strong stock,0.17880391910353094,None
22.900000000000002,Weak stock,0.0893633797905286,None
23,Strong stock,0.17991116062439433,None
23,Weak stock,0.08991649765310317,None
23.1,Strong stock,0.18102429723587904,None
23.1,Weak stock,0.09047255677537613,None
23.200000000000003,Strong stock,0.18214334792603878,None
23.200000000000003,Weak stock,0.09103156657809809,None
23.3,Strong stock,0.18326833157645062,None
23.3,Weak stock,0.09159353642802934,None
23.400000000000002,Strong stock,0.1843992669594217,None
23.400000000000002,Weak stock,0.09215847563653753,None
23.5,Strong stock,0.1855361727351693,None
23.5,Weak stock,0.09272639345818193,None
23.6,Strong stock,0.18667906744897433,None
23.6,Weak stock,0.09329729908928423,None
23.700000000000003,Strong stock,0.18782796952830713,None
23.700000000000003,Weak stock,0.09387120166648602,None
23.8,Strong stock,0.18898289727992706,None
23.8,Weak stock,0.0944481102652926,None
23.900000000000002,Strong stock,0.19014386888695536,None
23.900000000000002,Weak stock,0.0950280338986037,None
24,Strong stock,0.19131090240592027,None
24,Weak stock,0.09561098151523029,None
24.1,Strong stock,0.19248401576377627,None
24.1,Weak stock,0.0961969619983984,None
24.200000000000003,Strong stock,0.19366322675489625,None
24.200000000000003,Weak stock,0.09678598416423957,None
24.3,Strong stock,0.19484855303803705,None
24.3,Weak stock,0.09737805676026763,None
24.400000000000002,Strong stock,0.19604001213327787,None
24.400000000000002,Weak stock,0.09797318846384241,None
24.5,Strong stock,0.19723762141893308,None
24.5,Weak stock,0.09857138788062031,None
24.6,Strong stock,0.19844139812843795,None
24.6,Weak stock,0.09917266354299131,None
24.700000000000003,Strong stock,0.19965135934720746,None
24.700000000000003,Weak stock,0.09977702390850286,None
24.8,Strong stock,0.20086752200946942,None
24.8,Weak stock,0.10038447735827055,None
24.900000000000002,Strong stock,0.20208990289507164,None
24.900000000000002,Weak stock,0.10099503219537609,None
25,Strong stock,0.20331851862626205,None
25,Weak stock,0.10160869664325149,None
25.1,Strong stock,0.20455338566444314,None
25.1,Weak stock,0.10222547884405093,None
25.200000000000003,Strong stock,0.20579452030690096,None
25.200000000000003,Weak stock,0.10284538685700931,None
25.3,Strong stock,0.20704193868350743,None
25.3,Weak stock,0.1034684286567878,None
25.400000000000002,Strong stock,0.20829565675339806,None
25.400000000000002,Weak stock,0.10409461213180714,None
25.5,Strong stock,0.2095556903016228,None
25.5,Weak stock,0.10472394508256744,None
25.6,Strong stock,0.21082205493577202,None
25.6,Weak stock,0.10535643521995548,None
25.700000000000003,Strong stock,0.2120947660825779,None
25.700000000000003,Weak stock,0.10599209016353991,None
25.8,Strong stock,0.2133738389844901,None
25.8,Weak stock,0.10663091743985355,None
25.900000000000002,Strong stock,0.21465928869622702,None
25.900000000000002,Weak stock,0.10727292448066335,None
26,Strong stock,0.21595113008130096,None
26,Weak stock,0.10791811862122766,None
26.1,Strong stock,0.21724937780852063,None
26.1,Weak stock,0.10856650709854189,None
26.200000000000003,Strong stock,0.21855404634846778,None
26.200000000000003,Weak stock,0.10921809704957142,None
26.3,Strong stock,0.21986514996995055,None
26.3,Weak stock,0.1098728955094728,None
26.400000000000002,Strong stock,0.22118270273643256,None
26.400000000000002,Weak stock,0.11053090940980294,None
26.5,Strong stock,0.22250671850243833,None
26.5,Weak stock,0.11119214557671654,None
26.6,Strong stock,0.22383721090993536,None
26.6,Weak stock,0.1118566107291517,None
26.700000000000003,Strong stock,0.22517419338469247,None
26.700000000000003,Weak stock,0.11252431147700401,None
26.8,Strong stock,0.22651767913261603,None
26.8,Weak stock,0.11319525431928903,None
26.900000000000002,Strong stock,0.22786768113606284,None
26.900000000000002,Weak stock,0.11386944564229401,None
27,Strong stock,0.2292242121501305,None
27,Weak stock,0.11454689171771756,None
27.1,Strong stock,0.23058728469892617,None
27.1,Weak stock,0.11522759870079918,None
27.200000000000003,Strong stock,0.23195691107181282,None
27.200000000000003,Weak stock,0.11591157262843708,None
27.3,Strong stock,0.23333310331963444,None
27.3,Weak stock,0.11659881941729597,None
27.400000000000002,Strong stock,0.23471587325091955,None
27.400000000000002,Weak stock,0.11728934486190379,None
27.5,Strong stock,0.23610523242806447,None
27.5,Weak stock,0.1179831546327382,None
27.6,Strong stock,0.2375011921634949,None
27.6,Weak stock,0.11868025427430304,None
27.700000000000003,Strong stock,0.2389037635158084,None
27.700000000000003,Weak stock,0.11938064920319409,None
27.8,Strong stock,0.24031295728589586,None
27.8,Weak stock,0.12008434470615588,None
27.900000000000002,Strong stock,0.24172878401304504,None
27.900000000000002,Weak stock,0.12079134593812776,None
28,Strong stock,0.24315125397102288,None
28,Weak stock,0.12150165792028131,None
28.1,Strong stock,0.24458037716414077,None
28.1,Weak stock,0.12221528553804807,None
28.200000000000003,Strong stock,0.24601616332330054,None
28.200000000000003,Weak stock,0.12293223353913804,None
28.3,Strong stock,0.24745862190202295,None
28.3,Weak stock,0.12365250653154936,None
28.400000000000002,Strong stock,0.24890776207245827,None
28.400000000000002,Weak stock,0.12437610898156962,None
28.5,Strong stock,0.25036359272138037,None
28.5,Weak stock,0.1251030452117683,None
28.6,Strong stock,0.2518261224461638,None
28.6,Weak stock,0.12583331939898126,None
28.700000000000003,Strong stock,0.2532953595507442,None
28.700000000000003,Weak stock,0.12656693557228665,None
28.8,Strong stock,0.2547713120415639,None
28.8,Weak stock,0.127303897610974,None
28.900000000000002,Strong stock,0.25625398762350177,None
28.900000000000002,Weak stock,0.1280442092425048,None
29,Strong stock,0.25774339369578775,None
29,Weak stock,0.1287878740404661,None
29.1,Strong stock,0.25923953734790495,None
29.1,Weak stock,0.1295348954225177,None
29.200000000000003,Strong stock,0.26074242535547626,None
29.200000000000003,Weak stock,0.13028527664833187,None
29.3,Strong stock,0.2622520641761389,None
29.3,Weak stock,0.13103902081752672,None
29.400000000000002,Strong stock,0.26376845994540576,None
29.400000000000002,Weak stock,0.13179613086759376,None
29.5,Strong stock,0.2652916184725146,None
29.5,Weak stock,0.13255660957181867,None
29.6,Strong stock,0.2668215452362662,None
29.6,Weak stock,0.13332045953719734,None
29.700000000000003,Strong stock,0.2683582453808513,None
29.700000000000003,Weak stock,0.13408768320234613,None
29.8,Strong stock,0.2699017237116672,None
29.8,Weak stock,0.13485828283540674,None
29.900000000000002,Strong stock,0.271451984691125,None
29.900000000000002,Weak stock,0.13563226053194727,None
30,Strong stock,0.27300903243444724,None
30,Weak stock,0.13640961821285763,None
30.1,Strong stock,0.27457287070545744,None
30.1,Weak stock,0.1371903576222421,None
30.200000000000003,Strong stock,0.27614350291236167,None
30.200000000000003,Weak stock,0.137974480325307,None
30.3,Strong stock,0.2777209321035231,None
30.3,Weak stock,0.1387619877062455,None
30.400000000000002,Strong stock,0.27930516096323,None
30.400000000000002,Weak stock,0.13955288096611945,None
30.5,Strong stock,0.2808961918074581,None
30.5,Weak stock,0.14034716112073786,None
30.6,Strong stock,0.2824940265796274,None
30.6,Weak stock,0.1411448289985335,None
30.700000000000003,Strong stock,0.28409866684635543,None
30.700000000000003,Weak stock,0.14194588523843713,None
30.8,Strong stock,0.28571011379320593,None
30.8,Weak stock,0.14275033028775025,None
30.900000000000002,Strong stock,0.2873283682204357,None
30.900000000000002,Weak stock,0.14355816440001642,None
31,Strong stock,0.28895343053873807,None
31,Weak stock,0.14436938763289167,None
31.1,Strong stock,0.2905853007649864,None
31.1,Weak stock,0.1451839998460144,None
31.200000000000003,Strong stock,0.29222397851797544,None
